            Runtime (Sec),                Iteration,             Evaluation #,                     Step,                   Source,               Model_name,                    Delta,                   Status,                      phi,                       f1,                       f2,                max(c_in),        Penalty_parameter,              Multipliers,                     hmax,                       x1,                       x2,                       x3,                       x4
   0.00020709999807877466,                        1,                       11,         Search: sampling,              Current run,               Simulation,                      1.0,                 FEASIBLE,                     54.0,        2.852903443834541,                     54.0,                        0,              0.001953125,                    1e-15,                    1e-15,                     54.0,        38.66666666666667,       33.120000000000005,       12.979591836734693
   0.00032730000020819716,                        1,                        1,                Poll Step,              Current run,               Simulation,                      5.0,                 FEASIBLE,                     41.0,       10.708518915387465,                     41.0,                        0,             0.0009765625,                    1e-15,                    1e-15,                     12.0,                     12.0,                     40.8,                     12.0
   0.00021610000112559646,                        1,                        2,                Poll Step,              Current run,               Simulation,                      5.0,                 FEASIBLE,                     60.0,      0.29057922414522264,                     60.0,                        0,            0.00048828125,                      0.0,                    1e-15,                     12.0,                     12.0,                     40.8,                     60.0
    0.0002058000027318485,                        1,                        3,                Poll Step,              Current run,               Simulation,                      5.0,                 FEASIBLE,                     60.0,       10.708518915387465,                     60.0,                        0,           0.000244140625,                      0.0,                    1e-15,                     12.0,                     60.0,                     40.8,                     60.0
    0.0001947999990079552,                        1,                        4,                Poll Step,              Current run,               Simulation,                      5.0,                 FEASIBLE,                     48.0,   0.00023998489870249434,                     48.0,                        0,          0.0001220703125,                      0.0,                    1e-15,                     48.0,       17.333333333333332,                     12.0,        32.57142857142857
    0.0001931000006152317,                        1,                        5,                Poll Step,              Current run,               Simulation,                      5.0,                 FEASIBLE,                     60.0,      0.24966018471960533,                     60.0,                        0,          6.103515625e-05,                      0.0,                    1e-15,                     48.0,       17.333333333333332,                     60.0,        32.57142857142857
    0.0002125000028172508,                        1,                        6,                Poll Step,              Current run,               Simulation,                      5.0,                 FEASIBLE,                     60.0,      0.29057922414522264,                     60.0,                        0,         3.0517578125e-05,                      0.0,                    1e-15,                     60.0,                     12.0,                     40.8,                     12.0
    0.0001934000028995797,                        1,                        7,                Poll Step,              Current run,               Simulation,                      5.0,                 FEASIBLE,                     60.0,       10.708518915387465,                     60.0,                        0,        1.52587890625e-05,                      0.0,                    1e-15,                     60.0,                     60.0,                     40.8,                     12.0
    0.0002082999999402091,                        1,                        8,                Poll Step,              Current run,               Simulation,                      5.0,                 FEASIBLE,                     60.0,      0.29057922414522264,                     60.0,                        0,        7.62939453125e-06,                      0.0,                    1e-15,                     60.0,                     60.0,                     40.8,                     60.0
     0.000289100000372855,                        2,                       12,         Search: sampling,              Current run,               Simulation,                      1.0,                 FEASIBLE,                     44.0,      0.12778841937433297,                     44.0,                        0,          0.0001220703125,                      0.0,                    1e-15,        29.84866875763062,        44.22849603871855,       12.779708524499469,        37.97942325984816
    0.0002992000008816831,                        2,                       13,         Search: sampling,              Current run,               Simulation,                      1.0,                 FEASIBLE,                     37.0,      0.25366024269800513,                     37.0,                        0,          6.103515625e-05,                    1e-15,                    1e-15,        34.61402989234081,        37.00318953793192,        19.49811165823196,       31.439551306596005
   0.00034190000224043615,                        2,                       14,         Search: sampling,              Current run,               Simulation,                      1.0,                 FEASIBLE,                     47.0,       0.3382462314671642,                     47.0,                        0,         3.0517578125e-05,                    1e-15,                    1e-15,        36.96622284901163,        46.92088643825737,       16.010060866105814,       28.359826051877224
   0.00022559999706572853,                        2,                       15,         Search: sampling,              Current run,               Simulation,                      1.0,                 FEASIBLE,                     53.0,      0.19404536758025287,                     53.0,                        0,        1.52587890625e-05,                    1e-15,                    1e-15,       40.960955603817126,        52.82992917814587,        19.20518127313527,       41.975081974032825
    0.0003885000005539041,                        2,                        9,                Poll Step,              Current run,               Simulation,                      5.0,                 FEASIBLE,                     60.0,    0.0031047936477795516,                     60.0,                        0,        7.62939453125e-06,                    1e-15,                    1e-15,                     12.0,                     12.0,                     12.0,                     60.0
   0.00025120000282186083,                        2,                       10,                Poll Step,              Current run,               Simulation,                      5.0,                 FEASIBLE,                     60.0,       23.578023275829285,                     60.0,                        0,       3.814697265625e-06,                      0.0,                    1e-15,                     12.0,                     12.0,                     60.0,                     12.0
   0.00023639999926672317,                        2,                       11,                Poll Step,              Current run,               Simulation,                      5.0,                 FEASIBLE,                     60.0,       23.578023275829285,                     60.0,                        0,      1.9073486328125e-06,                      0.0,                    1e-15,                     12.0,                     60.0,                     12.0,                     12.0
   0.00023940000028233044,                        2,                       12,                Poll Step,              Current run,               Simulation,                      5.0,                 FEASIBLE,                     60.0,       23.578023275829285,                     60.0,                        0,      9.5367431640625e-07,                      0.0,                    1e-15,                     12.0,                     60.0,                     60.0,                     60.0
   0.00022389999867300503,                        2,                       13,                Poll Step,              Current run,               Simulation,                      5.0,                 FEASIBLE,                     60.0,    0.0031047936477795516,                     60.0,                        0,     4.76837158203125e-07,                      0.0,                    1e-15,                     60.0,                     12.0,                     12.0,                     12.0
   0.00023300000248127617,                        2,                       14,                Poll Step,              Current run,               Simulation,                      5.0,                 FEASIBLE,                     60.0,    0.0031047936477795516,                     60.0,                        0,    2.384185791015625e-07,                      0.0,                    1e-15,                     60.0,                     12.0,                     60.0,                     60.0
   0.00021159999960218556,                        2,                       15,                Poll Step,              Current run,               Simulation,                      5.0,                 FEASIBLE,                     60.0,    0.0031047936477795516,                     60.0,                        0,   1.1920928955078125e-07,                      0.0,                    1e-15,                     60.0,                     60.0,                     12.0,                     60.0
   0.00018840000120690092,                        2,                       16,                Poll Step,              Current run,               Simulation,                      5.0,                 FEASIBLE,                     60.0,       23.578023275829285,                     60.0,                        0,    5.960464477539063e-08,                      0.0,                    1e-15,                     60.0,                     60.0,                     60.0,                     12.0
   0.00029429999995045364,                        3,                       16,         Search: sampling,              Current run,               Simulation,                      1.0,                 FEASIBLE,                     26.0,       0.7717534691528602,                     26.0,                        0,          6.103515625e-05,                    1e-15,                    1e-15,       20.793486070150394,       26.014834965239753,       19.418849652247488,       22.891969727747053
   0.00022839999655843712,                        3,                       17,         Search: sampling,              Current run,               Simulation,                      1.0,                 FEASIBLE,                     21.0,       0.3249072840855937,                     21.0,                        0,         3.0517578125e-05,                    1e-15,                    1e-15,         21.2354766230808,        18.99088967113559,       15.046504154538567,       19.375946611626134
   0.00021470000137924217,                        3,                       18,         Search: sampling,              Current run,               Simulation,                      1.0,                 FEASIBLE,                     22.0,        0.191440251424614,                     22.0,                        0,        1.52587890625e-05,                    1e-15,                    1e-15,         22.3948158602877,       12.163186493559115,       15.610384204712316,       14.634293800857602
    0.0002117000003636349,                        3,                       19,         Search: sampling,              Current run,               Simulation,                      1.0,                 FEASIBLE,                     25.0,      0.12396336246842125,                     25.0,                        0,        7.62939453125e-06,                    1e-15,                    1e-15,       22.399010024272492,        21.12516984800201,       13.119859199878292,        24.56749958165942
   0.00028219999876455404,                        3,                       20,         Search: sampling,              Current run,               Simulation,                      1.0,                 FEASIBLE,                     24.0,      0.07204880676283923,                     24.0,                        0,       3.814697265625e-06,                    1e-15,                    1e-15,        23.87048319231109,       15.675695722218595,       13.224752045751705,        20.91712145796459
     0.001165899997431552,                        3,                       17,                Poll Step,              Current run,               Simulation,                      5.0,                 FEASIBLE,                     16.0,       1.4138494352739677,                     16.0,                        0,      1.9073486328125e-06,                    1e-15,                    1e-15,                     12.0,       15.675695722218595,                     12.0,                     12.0
    0.0007742999987385701,                        3,                       18,                Poll Step,              Current run,               Simulation,                      5.0,                 FEASIBLE,                     60.0,        8.708157664986283,                     60.0,                        0,      9.5367431640625e-07,                      0.0,                    1e-15,                     12.0,                     60.0,       13.224752045751705,        20.91712145796459
    0.0004248000004736241,                        3,                       19,                Poll Step,              Current run,               Simulation,                      5.0,                 FEASIBLE,                     60.0,   0.00041901275147450775,                     60.0,                        0,     4.76837158203125e-07,                      0.0,                    1e-15,                     60.0,                     12.0,       13.224752045751705,        20.91712145796459
   0.00029459999859682284,                        3,                       20,                Poll Step,              Current run,               Simulation,                      5.0,                 FEASIBLE,                     60.0,     0.014978661455855986,                     60.0,                        0,    2.384185791015625e-07,                      0.0,                    1e-15,                     60.0,       15.675695722218595,                     60.0,                     60.0
   0.00038899999708519317,                        4,                       21,         Search: sampling,              Current run,               Simulation,                      1.0,                 FEASIBLE,                     18.0,       1.4927759449047764,                     18.0,                        0,       3.814697265625e-06,                    1e-15,                    1e-15,       14.041012520697594,       16.813266498395418,       17.650626039306562,       15.508927054135029
   0.00028469999961089343,                        4,                       22,         Search: sampling,              Current run,               Simulation,                      1.0,                 FEASIBLE,                     19.0,       0.6350450610088507,                     19.0,                        0,      1.9073486328125e-06,                    1e-15,                    1e-15,        16.85865632973168,       19.188618476681736,       15.895406839765663,       19.117987261803925
   0.00034410000080242753,                        4,                       23,         Search: sampling,              Current run,               Simulation,                      1.0,                 FEASIBLE,                     18.0,        0.293758780596963,                     18.0,                        0,      9.5367431640625e-07,                    1e-15,                    1e-15,       18.192669886977736,       15.357637553937455,       13.668714073417432,        17.49738280266416
   0.00043200000072829425,                        4,                       24,         Search: sampling,              Current run,               Simulation,                      1.0,                 FEASIBLE,                     25.0,       0.5412849119568258,                     25.0,                        0,     4.76837158203125e-07,                    1e-15,                    1e-15,       24.751702939950434,       24.105621084689737,        22.06328796410107,       24.048432772211953
   0.00024219999977503903,                        4,                       25,         Search: sampling,              Current run,               Simulation,                      1.0,                 FEASIBLE,                     27.0,      0.05111716089942069,                     27.0,                        0,    2.384185791015625e-07,                    1e-15,                    1e-15,       27.094044935917978,       15.314794314975806,       13.946034673857644,       21.100594269373254
    0.0002099999983329326,                        4,                       26,         Search: sampling,              Current run,               Simulation,                      1.0,                 FEASIBLE,                     29.0,      0.33957678134699976,                     29.0,                        0,   1.1920928955078125e-07,                    1e-15,                    1e-15,       28.685194958752913,       22.463668482059873,        23.09426820716096,       24.199370502268355
   0.00035480000224197283,                        4,                       21,                Poll Step,              Current run,               Simulation,                      5.0,                 FEASIBLE,                     21.0,       0.3249072840855937,                     21.0,                        0,    5.960464477539063e-08,                    1e-15,                    1e-15,                     12.0,       15.314794314975806,                     12.0,       21.100594269373254
   0.00023629999850527383,                        4,                       22,                Poll Step,              Current run,               Simulation,                      5.0,                 FEASIBLE,                     60.0,       1.2226182116249835,                     60.0,                        0,   2.9802322387695312e-08,                      0.0,                    1e-15,                     12.0,       15.314794314975806,                     60.0,                     60.0
   0.00021639999977196567,                        4,                       23,                Poll Step,              Current run,               Simulation,                      5.0,                 FEASIBLE,                     27.0,      0.02310915963118762,                     27.0,                        0,   1.4901161193847656e-08,                      0.0,                    1e-15,       27.094044935917978,                     12.0,       13.946034673857644,       21.100594269373254
   0.00040040000021690503,                        4,                       24,                Poll Step,              Current run,               Simulation,                      5.0,                 FEASIBLE,                     60.0,       1.7881096079064558,                     60.0,                        0,    7.450580596923828e-09,                      0.0,                    1e-15,       27.094044935917978,                     60.0,       13.946034673857644,       21.100594269373254
   0.00046160000056261197,                        4,                       25,                Poll Step,              Current run,               Simulation,                      5.0,                 FEASIBLE,                     60.0,     0.011176861170503543,                     60.0,                        0,    3.725290298461914e-09,                      0.0,                    1e-15,                     60.0,       15.314794314975806,                     12.0,                     12.0
   0.00033850000181701034,                        4,                       26,                Poll Step,              Current run,               Simulation,                      5.0,                 FEASIBLE,                     60.0,       0.3249072840855937,                     60.0,                        0,    1.862645149230957e-09,                      0.0,                    1e-15,                     60.0,       15.314794314975806,                     60.0,       21.100594269373254
   0.00029180000274209306,                        5,                       27,         Search: sampling,              Current run,               Simulation,                      1.0,                 FEASIBLE,                     16.0,       0.7322578740113634,                     16.0,                        0,   1.4901161193847656e-08,                      0.0,                    1e-15,       15.691725039193425,       14.112414659023724,        16.11218246272532,       13.640525144084485
   0.00023779999901307747,                        5,                       28,         Search: sampling,              Current run,               Simulation,                      1.0,                 FEASIBLE,                     18.0,       0.3340179927122795,                     18.0,                        0,    7.450580596923828e-09,                    1e-15,                    1e-15,       17.642971692248487,       13.227239285295306,        14.47388131426169,       14.318647450150536
   0.00022879999960423447,                        5,                       29,         Search: sampling,              Current run,               Simulation,                      1.0,                 FEASIBLE,                     18.0,       0.2430249197038656,                     18.0,                        0,    3.725290298461914e-09,                    1e-15,                    1e-15,        18.21033721148254,       14.666602198892015,       13.198713631512252,        16.86646591751781
   0.00021080000078654848,                        5,                       30,         Search: sampling,              Current run,               Simulation,                      1.0,                 FEASIBLE,                     21.0,       0.2840563306785984,                     21.0,                        0,    1.862645149230957e-09,                    1e-15,                    1e-15,       21.015029407389473,       15.661157995114687,        16.11778517187294,        17.69059945755938
   0.00020899999799439684,                        5,                       31,         Search: sampling,              Current run,               Simulation,                      1.0,                 FEASIBLE,                     22.0,      0.10383078877256462,                     22.0,                        0,    9.313225746154785e-10,                    1e-15,                    1e-15,        22.22659040076728,       15.349182178910487,       13.355964507907713,        18.99766304308549
   0.00039370000013150275,                        5,                       32,         Search: sampling,              Current run,               Simulation,                      1.0,                 FEASIBLE,                     22.0,      0.18945660372730014,                     22.0,                        0,    4.656612873077393e-10,                    1e-15,                    1e-15,        22.35570201485391,        16.52719816955959,       15.065506086720156,        19.87793804946051
   0.00031540000054519624,                        5,                       33,         Search: sampling,              Current run,               Simulation,                      1.0,                 FEASIBLE,                     25.0,      0.15977661820412065,                     25.0,                        0,   2.3283064365386963e-10,                    1e-15,                    1e-15,       25.368694843737448,        16.55366718739192,         16.2304117615049,       20.332686246443018
   0.00039399999877787195,                        5,                       27,                Poll Step,              Current run,               Simulation,                      5.0,                 FEASIBLE,                     60.0,    0.0052399272664653265,                     60.0,                        0,   1.1641532182693481e-10,                    1e-15,                    1e-15,                     12.0,                     12.0,       13.355964507907713,                     60.0
   0.00023359999977401458,                        5,                       28,                Poll Step,              Current run,               Simulation,                      5.0,                 FEASIBLE,                     60.0,        37.27982496389738,                     60.0,                        0,    5.820766091346741e-11,                      0.0,                    1e-15,                     12.0,       15.349182178910487,                     60.0,                     12.0
     0.000198199999431381,                        5,                       29,                Poll Step,              Current run,               Simulation,                      5.0,                 FEASIBLE,                     60.0,         27.7980682829631,                     60.0,                        0,   2.9103830456733704e-11,                      0.0,                    1e-15,                     12.0,                     60.0,       13.355964507907713,                     12.0
   0.00019489999976940453,                        5,                       30,                Poll Step,              Current run,               Simulation,                      5.0,                 FEASIBLE,                     60.0,       0.8818224309936811,                     60.0,                        0,   1.4551915228366852e-11,                      0.0,                    1e-15,                     12.0,                     60.0,       13.355964507907713,                     60.0
   0.00021579999884124845,                        5,                       31,                Poll Step,              Current run,               Simulation,                      5.0,                 FEASIBLE,                     60.0,    0.0052399272664653265,                     60.0,                        0,    7.275957614183426e-12,                      0.0,                    1e-15,                     60.0,                     12.0,       13.355964507907713,                     12.0
   0.00019999999858555384,                        5,                       32,                Poll Step,              Current run,               Simulation,                      5.0,                 FEASIBLE,                     60.0,     0.010190093187688815,                     60.0,                        0,    3.637978807091713e-12,                      0.0,                    1e-15,                     60.0,                     12.0,       13.355964507907713,                     60.0
     0.000398000000132015,                        5,                       33,                Poll Step,              Current run,               Simulation,                      5.0,                 FEASIBLE,                     60.0,     0.008888591079607568,                     60.0,                        0,   1.8189894035458565e-12,                      0.0,                    1e-15,                     60.0,       15.349182178910487,                     12.0,                     60.0
   0.00023010000222711824,                        5,                       34,                Poll Step,              Current run,               Simulation,                      5.0,                 FEASIBLE,                     60.0,       0.8818224309936811,                     60.0,                        0,    9.094947017729282e-13,                      0.0,                    1e-15,                     60.0,                     60.0,       13.355964507907713,                     12.0
   0.00029599999834317714,                        6,                       34,         Search: sampling,              Current run,               Simulation,                      1.0,                 FEASIBLE,                     13.0,       0.7322578740113634,                     13.0,                        0,    9.313225746154785e-10,                    1e-15,                    1e-15,        12.19553869861027,       12.460613798397988,         13.3941533275502,       12.571911703018008
   0.00022540000281878747,                        6,                       35,         Search: sampling,              Current run,               Simulation,                      1.0,                 FEASIBLE,                     19.0,       0.4238560928660516,                     19.0,                        0,    4.656612873077393e-10,                    1e-15,                    1e-15,       19.487314660106627,       17.382523392067853,       16.490071361662075,         18.3839504950691
   0.00020990000120946206,                        6,                       36,         Search: sampling,              Current run,               Simulation,                      1.0,                 FEASIBLE,                     24.0,      0.21424264959812386,                     24.0,                        0,   2.3283064365386963e-10,                    1e-15,                    1e-15,        23.67345612595914,       18.081536366089548,        16.52821626080956,       20.794604361289526
   0.00020839999706367962,                        6,                       37,         Search: sampling,              Current run,               Simulation,                      1.0,                 FEASIBLE,                     25.0,       0.1397383370531184,                     25.0,                        0,   1.1641532182693481e-10,                    1e-15,                    1e-15,        24.71220392058766,       16.707014054969395,        16.20838784433448,        20.91370842371108
   0.00021410000044852495,                        6,                       38,         Search: sampling,              Current run,               Simulation,                      1.0,                 FEASIBLE,                     25.0,       0.3855640824679865,                     25.0,                        0,    5.820766091346741e-11,                    1e-15,                    1e-15,        24.80087770549819,        21.59702884452077,       20.161383737491022,       23.300421896827086
   0.00024059999850578606,                        6,                       39,         Search: sampling,              Current run,               Simulation,                      1.0,                 FEASIBLE,                     26.0,      0.24675690271080727,                     26.0,                        0,   2.9103830456733704e-11,                    1e-15,                    1e-15,       25.603093607281814,       19.957745181184983,        19.77706935199586,       23.798685837386593
    0.0002080000012938399,                        6,                       40,         Search: sampling,              Current run,               Simulation,                      1.0,                 FEASIBLE,                     32.0,     0.060095459218335985,                     32.0,                        0,   1.4551915228366852e-11,                    1e-15,                    1e-15,       31.712738904402215,        18.37521816393641,        18.32184501031661,       26.150450612203834
    0.0003983999995398335,                        6,                       35,                Poll Step,              Current run,               Simulation,                      5.0,                 FEASIBLE,                     19.0,       0.5054980109608189,                     19.0,                        0,    7.275957614183426e-12,                    1e-15,                    1e-15,                     12.0,       15.349182178910487,       13.355964507907713,        18.99766304308549
    0.0003426000002946239,                        6,                       36,                Poll Step,              Current run,               Simulation,                      5.0,                 FEASIBLE,                     60.0,     0.001238224598198736,                     60.0,                        0,    3.637978807091713e-12,                      0.0,                    1e-15,        22.22659040076728,                     12.0,                     12.0,                     60.0
   0.00030020000122021884,                        6,                       37,                Poll Step,              Current run,               Simulation,                      5.0,                 FEASIBLE,                     60.0,        6.671854917358355,                     60.0,                        0,   1.8189894035458565e-12,                      0.0,                    1e-15,        22.22659040076728,                     12.0,                     60.0,                     12.0
   0.00021800000104121864,                        6,                       38,                Poll Step,              Current run,               Simulation,                      5.0,                 FEASIBLE,                     60.0,      0.16094155768907917,                     60.0,                        0,    9.094947017729282e-13,                      0.0,                    1e-15,        22.22659040076728,                     60.0,                     12.0,                     60.0
   0.00019470000188448466,                        6,                       39,                Poll Step,              Current run,               Simulation,                      5.0,                 FEASIBLE,       182.03633907107664,       182.03633907107664,                     60.0,                        0,    4.547473508864641e-13,                      0.0,                    1e-15,        22.22659040076728,                     60.0,                     60.0,                     12.0
   0.00019670000256155618,                        6,                       40,                Poll Step,              Current run,               Simulation,                      5.0,                 FEASIBLE,                     60.0,    0.0007168099573382356,                     60.0,                        0,   2.2737367544323206e-13,                      0.0,                    1e-15,                     60.0,       15.349182178910487,       13.355964507907713,        18.99766304308549
   0.00033650000113993883,                        7,                       41,         Search: sampling,              Current run,               Simulation,                      1.0,                 FEASIBLE,                     26.0,      0.24516733529349435,                     26.0,                        0,    9.313225746154785e-10,                    1e-15,                    1e-15,        26.36766933480487,       21.012994767450046,        19.21723296972451,        23.76496333221236
   0.00022330000138026662,                        7,                       42,         Search: sampling,              Current run,               Simulation,                      1.0,                 FEASIBLE,                     29.0,       0.0726376768959549,                     29.0,                        0,    4.656612873077393e-10,                    1e-15,                    1e-15,        29.07096351216991,       18.293995446319204,       16.207843140344828,        23.73599218690613
    0.0003102000009675976,                        7,                       41,                Poll Step,              Current run,               Simulation,                      2.0,                 FEASIBLE,                     60.0,       10.737243304197554,                     60.0,                        0,   2.3283064365386963e-10,                    1e-15,                    1e-15,                     12.0,                     60.0,       13.355964507907713,        18.99766304308549
   0.00022190000163391232,                        7,                       42,                Poll Step,              Current run,               Simulation,                      2.0,                 FEASIBLE,                     22.0,       0.0819921331365353,                     22.0,                        0,   1.1641532182693481e-10,                      0.0,                    1e-15,        22.22659040076728,       15.349182178910487,                     12.0,        18.99766304308549
    0.0001940000001923181,                        7,                       43,                Poll Step,              Current run,               Simulation,                      2.0,                 FEASIBLE,                     22.0,       0.3532602896467112,                     22.0,                        0,    5.820766091346741e-11,                      0.0,                    1e-15,        22.22659040076728,       15.349182178910487,       13.355964507907713,                     12.0
   0.00018989999807672575,                        7,                       44,                Poll Step,              Current run,               Simulation,                      2.0,                 FEASIBLE,                     60.0,   1.1888345097028106e-05,                     60.0,                        0,   2.9103830456733704e-11,                      0.0,                    1e-15,        22.22659040076728,       15.349182178910487,       13.355964507907713,                     60.0
   0.00020570000197039917,                        7,                       45,                Poll Step,              Current run,               Simulation,                      2.0,                 FEASIBLE,                     60.0,        4.035400873966532,                     60.0,                        0,   1.4551915228366852e-11,                      0.0,                    1e-15,        22.22659040076728,       15.349182178910487,                     60.0,        18.99766304308549
   0.00019719999909284525,                        7,                       46,                Poll Step,              Current run,               Simulation,                      2.0,                 FEASIBLE,                     60.0,   5.5312234034007006e-05,                     60.0,                        0,    7.275957614183426e-12,                      0.0,                    1e-15,                     60.0,                     12.0,       13.355964507907713,        18.99766304308549
    0.0004579999986162875,                        8,                       43,         Search: sampling,              Current run,               Simulation,                      1.0,                 FEASIBLE,                     16.0,       0.5396767192688288,                     16.0,                        0,   2.9103830456733704e-11,                      0.0,                    1e-15,       16.302165563790137,       14.741084948775265,       15.316251346170205,       16.179566835154823
   0.00031460000172955915,                        8,                       44,         Search: sampling,              Current run,               Simulation,                      1.0,                 FEASIBLE,                     23.0,      0.19983137123582748,                     23.0,                        0,   1.4551915228366852e-11,                    1e-15,                    1e-15,       22.932302697102422,       16.365630590533687,       16.673424033800803,        20.06763500018493
   0.00036240000190446153,                        8,                       45,         Search: sampling,              Current run,               Simulation,                      1.0,                 FEASIBLE,                     25.0,      0.19624315465849795,                     25.0,                        0,    7.275957614183426e-12,                    1e-15,                    1e-15,        24.79233932413616,       18.609488024487238,       16.999044888294982,       21.503511100198118
   0.00037199999860604294,                        8,                       47,                Poll Step,              Current run,               Simulation,                      2.0,                 FEASIBLE,                     60.0,     0.011176861170503543,                     60.0,                        0,    3.637978807091713e-12,                    1e-15,                    1e-15,                     12.0,                     12.0,       15.316251346170205,                     60.0
   0.00031380000291392207,                        8,                       48,                Poll Step,              Current run,               Simulation,                      2.0,                 FEASIBLE,                     60.0,        37.27982496389738,                     60.0,                        0,   1.8189894035458565e-12,                      0.0,                    1e-15,                     12.0,                     60.0,       15.316251346170205,                     12.0
   0.00033369999800925143,                        8,                       49,                Poll Step,              Current run,               Simulation,                      2.0,                 FEASIBLE,                     60.0,       1.2226182116249835,                     60.0,                        0,    9.094947017729282e-13,                      0.0,                    1e-15,                     12.0,                     60.0,       15.316251346170205,                     60.0
   0.00020710000171675347,                        8,                       50,                Poll Step,              Current run,               Simulation,                      2.0,                 FEASIBLE,                     16.0,      0.31230848872018974,                     16.0,                        0,    4.547473508864641e-13,                      0.0,                    1e-15,       16.302165563790137,       14.741084948775265,                     12.0,       16.179566835154823
    0.0001961999987543095,                        8,                       51,                Poll Step,              Current run,               Simulation,                      2.0,                 FEASIBLE,                     60.0,       11.365971661873417,                     60.0,                        0,   2.2737367544323206e-13,                      0.0,                    1e-15,       16.302165563790137,       14.741084948775265,                     60.0,       16.179566835154823
   0.00021769999875687063,                        8,                       52,                Poll Step,              Current run,               Simulation,                      2.0,                 FEASIBLE,                     60.0,     0.011176861170503543,                     60.0,                        0,   1.1368683772161603e-13,                      0.0,                    1e-15,                     60.0,                     12.0,       15.316251346170205,                     12.0
   0.00020990000120946206,                        8,                       53,                Poll Step,              Current run,               Simulation,                      2.0,                 FEASIBLE,                     60.0,     0.008888591079607568,                     60.0,                        0,    5.684341886080802e-14,                      0.0,                    1e-15,                     60.0,                     12.0,       15.316251346170205,                     60.0
     0.000189200000022538,                        8,                       54,                Poll Step,              Current run,               Simulation,                      2.0,                 FEASIBLE,                     60.0,       1.2226182116249835,                     60.0,                        0,    2.842170943040401e-14,                      0.0,                    1e-15,                     60.0,                     60.0,       15.316251346170205,                     12.0
    0.0003001000004587695,                        9,                       46,         Search: sampling,              Current run,               Simulation,                      1.0,                 FEASIBLE,                     15.0,       0.6226062284255093,                     15.0,                        0,    4.547473508864641e-13,                      0.0,                    1e-15,       15.048403014262709,       14.305559213708538,       14.429901033935494,       14.428241340073725
    0.0002688999993551988,                        9,                       47,         Search: sampling,              Current run,               Simulation,                      1.0,                 FEASIBLE,                     20.0,      0.13052051492862368,                     20.0,                        0,   2.2737367544323206e-13,                    1e-15,                    1e-15,       18.455449849291597,       13.703055023008204,        13.12120337844887,       19.603700577671233
