%eval_id interface cdv_1          cdv_2          cdv_3          cdv_4          cdv_5          cdv_6          cdv_7          cdv_8          cdv_9          cdv_10         obj_fn         
54       NO_ID      2.950498988    -4.717982426   3.337773546    -1.687249913   -1.53187278    4.460629283    1.471173125    3.691019047    3.288645966    4.208917941    817.45743      
55       NO_ID      -2.106293716   -4.36488474    -2.857167583   -0.8828265754  -4.889587121   -5.095071024   -1.988974844   -0.5282029569  4.97167877     1.339214968    1260609.544    
56       NO_ID      0.1178764262   -4.764870748   4.50950104     -0.2280121429  0.4867113706   3.889377935    -0.07195513311 -0.5048857309  3.877746758    3.976182938    15.602292      
57       NO_ID      -0.5295415459  -1.861466119   2.302153114    -4.859262466   -0.03078210451 -3.494869347   -3.023197883   -1.746212465   1.824990308    0.5417244378   14598.57223    
58       NO_ID      0.8673279956   1.412499944    -3.075160509   0.7422515524   1.114292364    3.622933749    -4.596909934   0.2961855368   -2.677222396   -1.479707311   15561.35537    
59       NO_ID      3.358715996    -3.688340857   1.372396054    -2.63191709    -1.189238101   3.133080005    1.259511483    -1.592995187   4.24803952     3.791896624    -88966.05442   
60       NO_ID      4.525017057    -3.199113634   0.6877490237   -0.7718056557  -4.594964539   3.428895153    5.12           -0.5761572993  0.4295546724   -4.191422491   7112.794768    
61       NO_ID      1.949180185    2.989283945    -3.978521139   1.961051936    -4.982915687   1.978784494    -1.677357872   -0.1381222995  2.852472397    -5.087194083   -1863.171406   
62       NO_ID      -1.953708266   5.006737291    3.585233729    -4.486500429   3.401279298    -2.712980139   1.767964348    -3.785919217   3.643564462    5.11516124     -7686.071719   
63       NO_ID      0.07778307352  -3.429873307   5.081775897    -1.567715516   -2.830062464   5.073939691    4.897591821    0.03100999739  3.599695826    4.644566286    -857320.2218   
64       NO_ID      3.408532356    0.3501641364   4.044088378    3.564621346    -3.145469375   -1.842378009   1.038407548    1.353042874    5.12           -4.492497001   1821.909858    
65       NO_ID      -4.489187157   4.586527852    1.049386897    2.74099362     4.161051211    4.2069653      1.54500508     2.127009904    -4.224706242   5.094014021    -283.627951    
66       NO_ID      4.390400261    -3.828589227   3.716056971    -1.418257229   -0.6984559735  4.581285581    4.090320083    0.1127440399   2.301145562    4.18263908     267461.7783    
67       NO_ID      -5.10067785    0.5861387059   1.878717955    -0.3763477159  -4.152305168   -0.5028823073  -3.944641758   2.817296403    4.973721147    -2.286109497   -357.072362    
68       NO_ID      2.637575133    -2.456861773   4.046826355    -3.368918748   -4.189931894   4.887915753    3.067013512    -1.497172069   3.050801864    4.184067719    -7881.134537   
69       NO_ID      3.174489888    3.224323034    3.92390254     1.820318688    -3.602232145   1.232651404    -3.552367645   5.12           4.200927344    2.451596437    -15168.32175   
70       NO_ID      -4.736035527   0.2950433039   0.8102438995   1.110222745    2.215104372    4.662588008    3.826518169    5.12           -3.964210668   -4.764763828   1062.913019    
71       NO_ID      5.0912399      -3.281409497   3.696782416    -2.36453432    -3.714035739   2.855631618    1.322935102    -0.009816117459 4.484763178    4.388329527    -308.17855     
72       NO_ID      -4.158428738   3.888173915    4.640965513    -4.477807327   3.216209561    4.758221936    -3.683734805   4.442536696    1.740293781    3.494123695    12174.91443    
73       NO_ID      3.019134349    -4.776523418   4.78900579     -1.976163975   0.1106185704   4.720916045    1.321884724    1.263722544    3.74492248     4.826991053    -19593.33524   
74       NO_ID      3.06841453     -4.265053782   -0.5445555952  -1.984880784   -0.03147489294 1.150112702    0.6895109303   2.934213788    -0.1690844382  -2.365785246   7189.771834    
75       NO_ID      -2.859815481   -2.629560674   -2.443077554   -5.051546775   4.846984389    5.12           -1.290257358   2.577972643    -1.050027331   -2.642290456   -86507.0295    
76       NO_ID      1.558886581    -4.505958443   3.844008288    -5.061314299   -3.882565703   4.507420322    0.9535063022   -0.09546657607 4.883877034    4.008407638    -158.506755    
77       NO_ID      3.301371693    0.6809986669   2.899816539    3.819603383    2.895330939    2.075693122    -4.621421005   2.596846605    -3.150804393   5.12           -450.471486    
78       NO_ID      3.977915536    -5.088385451   4.773395874    -2.997210902   -2.75369665    4.500736692    -0.7418857922  -0.9624356781  5.031876288    1.225961635    -2585.317539   
79       NO_ID      0.8203324409   -2.155352727   -4.714378758   4.15547712     -1.089638674   -0.5247557345  4.201936253    3.773942083    5.12           -2.861438204   3943.561122    
80       NO_ID      3.438077597    -5.077515673   4.621365573    -3.475916321   -2.84475982    4.479871015    5.12           1.21628452     5.006327139    4.640841846    -71450.01575   
81       NO_ID      -4.943861502   -2.686588515   3.735097781    3.143521502    -4.949191198   2.049532545    0.7753322695   -2.420485767   -4.502943435   4.206836781    -851.767882    
82       NO_ID      3.503776755    -5.083534522   3.982015426    -3.001499156   -1.289715649   4.721830746    4.264627976    -3.391371543   4.261006534    3.369470824    26434.76488    
83       NO_ID      -1.731571467   4.733745582    5.119966955    -4.811025731   -3.380590309   -2.035934223   4.856215862    4.012877803    -4.934682127   3.412503092    -65908.6584    
84       NO_ID      2.471116583    -4.89905393    2.736160124    -1.613750665   -4.241863908   3.814407737    2.714108984    -1.708641798   4.92379597     4.403491356    -9458.810303   
85       NO_ID      4.983117134    1.18376679     -1.545742083   4.86595764     -5.079171036   -0.249385361   -1.292973148   -3.347821616   1.014116136    3.057467037    -842529.4171   
86       NO_ID      4.667043295    -2.167235913   4.389797002    -4.546563271   -1.517633822   4.789986362    3.017695492    -0.4391914523  4.639803638    3.767119044    -127224.7004   
87       NO_ID      -4.941182352   -3.963435705   -3.456309822   5.040557449    -2.232184103   -4.711812513   1.224973113    0.0960790199   -4.85665045    -0.9795839928  1348.848596    
88       NO_ID      4.573809192    -4.713538185   4.86683989     -3.156857275   -0.8642272494  5.12           0.9153494591   -2.364475575   4.105991703    3.140204123    10260.14632    
89       NO_ID      4.584969932    -1.686645594   -5.063624071   2.916846941    -4.824826024   -2.669825193   -2.723707893   0.7239137894   -2.360176876   -1.290149329   6768.575122    
90       NO_ID      4.175317293    -3.369068408   -0.3515238472  -3.265462605   4.529879874    -3.764807228   4.790603706    -4.859298468   2.910925321    1.448371321    -281.281349    
91       NO_ID      2.0699076      -3.726273047   4.915158452    -1.632869579   -2.013510305   4.84458918     -0.8381925979  -1.4156801     3.797588677    4.967177099    -1821463.861   
92       NO_ID      4.702472824    1.184852615    1.749258914    2.449850774    -2.418648011   4.730839905    -3.427902575   -3.921093103   -1.981877574   -0.5091513139  -277620.8747   
93       NO_ID      -1.2637362     0.644392589    -0.2687004869  0.8419611521   4.94516122     -1.936929167   -5.020268423   -4.076664299   0.2189845508   2.950433126    542043.4157    
