%eval_id interface cdv_1          cdv_2          cdv_3          cdv_4          cdv_5          cdv_6          cdv_7          cdv_8          cdv_9          cdv_10         obj_fn         
54       NO_ID      2.950498988    -4.717982426   3.337773546    -1.687249913   -1.53187278    4.460629283    1.471173125    3.691019047    3.288645966    4.208917941    817.45743      
55       NO_ID      -2.106293716   -4.36488474    -2.857167583   -0.8828265754  -4.889587121   -5.095071024   -1.988974844   -0.5282029569  4.97167877     1.339214968    1260609.544    
56       NO_ID      0.1178764262   -4.764870748   4.50950104     -0.2280121429  0.4867113706   3.889377935    -0.07195513311 -0.5048857309  3.877746758    3.976182938    15.602292      
57       NO_ID      -0.5295415459  -1.861466119   2.302153114    -4.859262466   -0.03078210451 -3.494869347   -3.023197883   -1.746212465   1.824990308    0.5417244378   14598.57223    
58       NO_ID      0.8673279956   1.412499944    -3.075160509   0.7422515524   1.114292364    3.622933749    -4.596909934   0.2961855368   -2.677222396   -1.479707311   15561.35537    
59       NO_ID      3.358715996    -3.688340857   1.372396054    -2.63191709    -1.189238101   3.133080005    1.259511483    -1.592995187   4.24803952     3.791896624    -88966.05442   
60       NO_ID      4.525017057    -3.199113634   0.6877490237   -0.7718056557  -4.594964539   3.428895153    5.12           -0.5761572993  0.4295546724   -4.191422491   7112.794768    
61       NO_ID      1.949180185    2.989283945    -3.978521139   1.961051936    -4.982915687   1.978784494    -1.677357872   -0.1381222995  2.852472397    -5.087194083   -1863.171406   
62       NO_ID      -1.953708266   5.006737291    3.585233729    -4.486500429   3.401279298    -2.712980139   1.767964348    -3.785919217   3.643564462    5.11516124     -7686.071719   
63       NO_ID      0.07778307352  -3.429873307   5.081775897    -1.567715516   -2.830062464   5.073939691    4.897591821    0.03100999739  3.599695826    4.644566286    -857320.2218   
64       NO_ID      3.408532356    0.3501641364   4.044088378    3.564621346    -3.145469375   -1.842378009   1.038407548    1.353042874    5.12           -4.492497001   1821.909858    
65       NO_ID      -4.489187157   4.586527852    1.049386897    2.74099362     4.161051211    4.2069653      1.54500508     2.127009904    -4.224706242   5.094014021    -283.627951    
66       NO_ID      4.390400261    -3.828589227   3.716056971    -1.418257229   -0.6984559735  4.581285581    4.090320083    0.1127440399   2.301145562    4.18263908     267461.7783    
67       NO_ID      -5.10067785    0.5861387059   1.878717955    -0.3763477159  -4.152305168   -0.5028823073  -3.944641758   2.817296403    4.973721147    -2.286109497   -357.072362    
68       NO_ID      2.637575133    -2.456861773   4.046826355    -3.368918748   -4.189931894   4.887915753    3.067013512    -1.497172069   3.050801864    4.184067719    -7881.134537   
69       NO_ID      3.174489888    3.224323034    3.92390254     1.820318688    -3.602232145   1.232651404    -3.552367645   5.12           4.200927344    2.451596437    -15168.32175   
70       NO_ID      -4.736035527   0.2950433039   0.8102438995   1.110222745    2.215104372    4.662588008    3.826518169    5.12           -3.964210668   -4.764763828   1062.913019    
71       NO_ID      5.0912399      -3.281409497   3.696782416    -2.36453432    -3.714035739   2.855631618    1.322935102    -0.009816117459 4.484763178    4.388329527    -308.17855     
72       NO_ID      -4.158428738   3.888173915    4.640965513    -4.477807327   3.216209561    4.758221936    -3.683734805   4.442536696    1.740293781    3.494123695    12174.91443    
73       NO_ID      3.019134349    -4.776523418   4.78900579     -1.976163975   0.1106185704   4.720916045    1.321884724    1.263722544    3.74492248     4.826991053    -19593.33524   
74       NO_ID      3.06841453     -4.265053782   -0.5445555952  -1.984880784   -0.03147489294 1.150112702    0.6895109303   2.934213788    -0.1690844382  -2.365785246   7189.771834    
75       NO_ID      -2.859815481   -2.629560674   -2.443077554   -5.051546775   4.846984389    5.12           -1.290257358   2.577972643    -1.050027331   -2.642290456   -86507.0295    
76       NO_ID      1.558886581    -4.505958443   3.844008288    -5.061314299   -3.882565703   4.507420322    0.9535063022   -0.09546657607 4.883877034    4.008407638    -158.506755    
77       NO_ID      3.301371693    0.6809986669   2.899816539    3.819603383    2.895330939    2.075693122    -4.621421005   2.596846605    -3.150804393   5.12           -450.471486    
78       NO_ID      3.977915536    -5.088385451   4.773395874    -2.997210902   -2.75369665    4.500736692    -0.7418857922  -0.9624356781  5.031876288    1.225961635    -2585.317539   
79       NO_ID      0.8203324409   -2.155352727   -4.714378758   4.15547712     -1.089638674   -0.5247557345  4.201936253    3.773942083    5.12           -2.861438204   3943.561122    
80       NO_ID      3.438077597    -5.077515673   4.621365573    -3.475916321   -2.84475982    4.479871015    5.12           1.21628452     5.006327139    4.640841846    -71450.01575   
81       NO_ID      -4.943861502   -2.686588515   3.735097781    3.143521502    -4.949191198   2.049532545    0.7753322695   -2.420485767   -4.502943435   4.206836781    -851.767882    
82       NO_ID      3.503776755    -5.083534522   3.982015426    -3.001499156   -1.289715649   4.721830746    4.264627976    -3.391371543   4.261006534    3.369470824    26434.76488    
83       NO_ID      -1.731571467   4.733745582    5.119966955    -4.811025731   -3.380590309   -2.035934223   4.856215862    4.012877803    -4.934682127   3.412503092    -65908.6584    
84       NO_ID      2.471116583    -4.89905393    2.736160124    -1.613750665   -4.241863908   3.814407737    2.714108984    -1.708641798   4.92379597     4.403491356    -9458.810303   
85       NO_ID      4.983117134    1.18376679     -1.545742083   4.86595764     -5.079171036   -0.249385361   -1.292973148   -3.347821616   1.014116136    3.057467037    -842529.4171   
86       NO_ID      4.667043295    -2.167235913   4.389797002    -4.546563271   -1.517633822   4.789986362    3.017695492    -0.4391914523  4.639803638    3.767119044    -127224.7004   
87       NO_ID      -4.941182352   -3.963435705   -3.456309822   5.040557449    -2.232184103   -4.711812513   1.224973113    0.0960790199   -4.85665045    -0.9795839928  1348.848596    
88       NO_ID      4.573809192    -4.713538185   4.86683989     -3.156857275   -0.8642272494  5.12           0.9153494591   -2.364475575   4.105991703    3.140204123    10260.14632    
89       NO_ID      4.584969932    -1.686645594   -5.063624071   2.916846941    -4.824826024   -2.669825193   -2.723707893   0.7239137894   -2.360176876   -1.290149329   6768.575122    
90       NO_ID      4.175317293    -3.369068408   -0.3515238472  -3.265462605   4.529879874    -3.764807228   4.790603706    -4.859298468   2.910925321    1.448371321    -281.281349    
91       NO_ID      2.0699076      -3.726273047   4.915158452    -1.632869579   -2.013510305   4.84458918     -0.8381925979  -1.4156801     3.797588677    4.967177099    -1821463.861   
92       NO_ID      4.702472824    1.184852615    1.749258914    2.449850774    -2.418648011   4.730839905    -3.427902575   -3.921093103   -1.981877574   -0.5091513139  -277620.8747   
93       NO_ID      -1.2637362     0.644392589    -0.2687004869  0.8419611521   4.94516122     -1.936929167   -5.020268423   -4.076664299   0.2189845508   2.950433126    542043.4157    
94       NO_ID      2.528556093    -3.011446339   4.781591041    -3.682636988   -1.842131208   4.260723117    1.798625711    0.3600514529   2.822467907    5.12           -21037.9199    
95       NO_ID      3.976392222    2.32350326     -2.479000471   4.32722579     -1.37228551    -4.129528274   -5.12          1.862758165    4.306635176    3.429210914    26213.6828     
96       NO_ID      4.943067955    3.582881838    3.343034375    4.390352008    1.889643246    2.222437603    2.938645061    -1.781684625   -2.032012748   -4.843433113   10047.75365    
97       NO_ID      -1.950393978   -2.3792691     4.365852275    1.386843225    4.14978366     -4.716899073   1.25561089     4.308012671    1.841290674    -0.2621586497  168.057008     
98       NO_ID      0.1396542974   -4.920144893   4.878422029    -2.834378645   -1.319121145   3.92838013     3.265609897    -1.100825072   5.12           4.879572997    -113987.6339   
99       NO_ID      2.523404971    1.74810997     -2.60417285    -3.25080477    -3.536951589   -0.2566378029  -2.849235114   -4.422620081   3.070242453    2.400200207    -463.449826    
100      NO_ID      -1.754366882   -4.529528091   4.519564483    0.6832641412   -3.857697444   -2.953040171   -4.103654896   0.2368300188   1.78504374     2.389633935    -617.257784    
101      NO_ID      2.767428709    -4.789694067   4.408887647    -3.521203666   -3.115913545   3.08675871     1.732237315    -1.897653405   4.174030212    3.049758911    -6670.535098   
102      NO_ID      3.020282405    -3.046460607   4.725154491    -2.219419173   3.946343887    5.012020568    -2.963782728   -3.161493591   0.7216600557   4.968357871    -36246.79644   
103      NO_ID      -2.425080223   -2.599596187   2.237485446    -2.093443178   0.3250175182   5.045449266    -2.000240252   4.558811579    -4.905454167   5.040625585    -1114019.728   
104      NO_ID      2.815474742    -4.724432477   3.408702813    -3.792119498   -1.722978883   4.719954454    2.3442064      0.7296137433   3.879479341    2.961820809    512.404171     
105      NO_ID      -3.134789043   -4.418748927   -5.12          -1.439494559   3.64623678     3.251215132    -2.715561827   4.186751428    -4.40751109    4.795500285    135749.2779    
106      NO_ID      4.983940718    3.498373545    0.8776034667   -4.801702269   1.360388058    -5.12          -5.071131322   2.686204558    4.670888051    4.535283604    -7462.008909   
107      NO_ID      2.346559565    -4.36148159    4.559954426    -2.977122933   0.1893190635   4.673519491    2.585589816    -1.966244633   3.036201828    5.12           -3637.635263   
108      NO_ID      -0.3194066555  -1.089122509   4.757667977    -1.881314708   4.962824896    2.013619436    2.410803775    3.940003194    -2.012389462   1.878405129    217198.9163    
109      NO_ID      -5.078507786   4.139765855    -3.843720644   -5.12          -2.216204844   0.6097861033   1.671697868    -3.90543136    -4.425453697   3.914018973    1181.919845    
110      NO_ID      3.38996658     -4.354618755   3.45740213     -0.7352391724  -3.082236496   4.939853267    1.892951753    0.9338411576   4.246299262    3.918176506    -351200.9795   
111      NO_ID      -3.264031234   1.391169901    0.7193905251   -0.7709833978  -1.056190593   0.8794039226   0.1992433088   0.6450927942   -2.739541355   2.199581629    610.929973     
112      NO_ID      3.893406076    -0.6591074141  4.397180645    2.594711023    -3.532108302   -4.716780243   3.945690267    -3.133415853   -4.133914386   -3.260936967   -0.734875      
113      NO_ID      4.447344148    -4.574694691   4.87939087     -2.300968364   -0.5611352505  1.897678557    1.804705295    0.04854766077  4.658332482    3.036543153    -6825.07881    
114      NO_ID      -4.009252696   -5.12          -0.2246155287  -3.961292472   2.626872402    1.890525257    3.985358314    -3.888152023   -3.974412482   5.114861449    -966.769349    
115      NO_ID      5.12           -4.722561321   4.333990389    -2.803259658   -2.886062211   3.745123884    2.363741631    -1.970296176   2.93623117     4.72523318     4212.119695    
116      NO_ID      0.3623922767   -1.39148257    1.012110448    -3.650832494   -1.450843376   3.038829925    -4.653335877   -2.817345768   3.486709154    3.466541344    -1699.370041   
117      NO_ID      -2.125036131   -2.212663761   5.12           0.3014510717   -0.9849660772  3.854517366    -2.919465552   3.616580451    -2.464422988   0.02379172022  -234439.755    
118      NO_ID      -3.005465435   5.12           2.175196915    2.771024172    -4.822773715   -2.216396724   -2.355776966   -4.368554734   -0.0785012648  -3.844115875   -10360.56347   
119      NO_ID      2.824280976    -3.206046728   4.249639791    -1.493531087   -2.572054924   4.97274495     2.717398749    -2.109517224   4.862779147    2.928842417    -1971013.697   
120      NO_ID      4.842174675    4.175601099    -2.050488393   4.949326784    -2.166205903   5.12           2.912664068    -2.018123458   3.262644854    0.6704320125   -3920003.51    
121      NO_ID      -2.211356904   -3.249100534   -4.374052524   4.34550791     4.960162512    1.399724382    0.7936707864   -2.305850755   -3.943465308   0.8822310747   -5000.20031    
122      NO_ID      0.6188665057   5.002533569    -1.997999564   3.858162231    -0.8980154184  -0.516373332   2.360096425    1.480979963    1.427524392    3.426669254    -178553.9021   
123      NO_ID      -4.955637459   -2.24857324    -4.063833077   0.1468111661   2.708099614    -2.99324334    4.272829562    0.4576437664   -4.810253235   5.044280816    11605.32997    
124      NO_ID      3.46752019     1.392555916    -1.353222573   1.668789648    2.95040595     4.840863129    1.154771777    -0.6802979565  3.045911283    4.728626909    -128070.1833   
125      NO_ID      -2.746424611   -4.592082832   4.671415956    2.838591948    -4.481692396   -3.723836466   4.672978856    5.029653114    -3.854398535   0.7290603437   -636.344656    
126      NO_ID      3.727804218    3.697385074    1.999898658    5.103245613    -2.079469628   4.897508663    -3.294771735   -3.142191195   5.086773467    -1.622963781   98944.65318    
127      NO_ID      3.519123349    -0.09410830188 3.794829294    2.074269263    3.793500565    -0.8022712198  4.392930139    5.12           -1.664436069   -4.884134971   -35020.97791   
128      NO_ID      3.186757645    0.3254432186   -3.684107575   1.309985168    -0.8686358361  2.536089783    1.360494882    -3.380100545   -0.2331829162  1.028485377    5788.53894     
129      NO_ID      -3.836245741   2.868313951    -3.704369739   -4.916463479   -3.958770286   0.3724987346   -3.589733627   4.200406416    -4.395734302   -5.12          2364.993217    
130      NO_ID      1.349811755    2.813266872    -0.7565163804  3.99600935     -2.155753387   4.711866612    4.625550343    2.67677538     2.349972626    -5.12          32548.85164    
131      NO_ID      -4.406173884   2.93713349     3.687332228    -5.072471562   4.524554891    4.203467686    1.74291223     5.028840231    -0.4057242518  -3.552925372   10959.90288    
132      NO_ID      3.592783656    4.331608236    -0.007813468461 2.715267849    -4.850841355   3.294979943    0.2218054929   0.6503265602   -1.048132993   0.3034344978   63352.05576    
133      NO_ID      -3.381426142   -2.888393044   3.193819       -1.878107644   -5.12          -4.516546848   5.090251189    -4.05756235    0.4630017596   1.651770419    12074.97       
134      NO_ID      1.530446511    2.015830179    -4.688518168   2.531959363    -4.435245723   2.917888595    3.834704433    -1.61717893    3.16426563     4.044687462    32.285531      
135      NO_ID      -4.649954139   -3.338815551   1.264467592    -2.591529665   -0.2669534518  -4.496475464   3.162393988    2.011128882    0.1638117693   2.078101291    311.228829     
136      NO_ID      4.591463093    4.548554729    -3.561281896   3.742510386    -4.599605199   3.865535858    5.12           -3.70134919    -3.348362754   1.550662635    -199.589959    
137      NO_ID      -3.696206199   3.313545131    -3.012104022   -4.531642527   2.524506095    5.12           3.058405584    -4.705378161   -4.042740372   -3.872649949   33.141108      
138      NO_ID      4.808847713    -0.02485392532 -5.12          3.971190626    -4.93320978    3.492541919    5.043069294    -2.881930703   1.478059464    -3.324958126   -4194.029707   
139      NO_ID      3.774875155    4.920450005    -2.54532794    -3.462716904   3.688908337    -4.200583473   3.3289097      -0.5951875789  1.248970332    -4.383537016   127098.9968    
140      NO_ID      0.8191127946   3.292439081    -0.6436687519  4.744401592    -1.647952972   0.4937526298   3.285836175    -1.55461174    3.868217087    -1.249786701   15790219.9     
141      NO_ID      0.06616707742  2.463758235    2.231166217    1.342790956    -0.4048185373  -5.12          -2.624673367   -3.605292838   4.869431574    -1.524134838   75955.60493    
142      NO_ID      4.687266378    5.067003846    0.5874226673   3.696860168    -1.908270078   1.443140762    2.034412512    -4.752232308   1.623842744    4.703269059    -807.13306     
143      NO_ID      2.104778192    -4.942461159   -4.010629939   3.289748507    4.657519123    2.051041463    1.735409878    -3.174133263   1.743353074    4.545952975    350.483626     
144      NO_ID      4.289578988    -0.6336349242  -2.164075004   3.768983356    -2.62817164    3.627795321    4.398558843    1.402369289    2.802972429    1.518791447    112718.2001    
145      NO_ID      -1.655210909   3.297397381    1.128753515    -3.156505396   -0.9920752461  5.089827079    0.2072939193   -0.6759171404  3.355973888    -1.53713867    -1633313.9     
146      NO_ID      3.437699918    4.475510557    -3.452026035   -0.7375036369  -2.222407254   4.990189075    0.6448380549   1.214376576    4.465581978    1.995613877    17016.54622    
147      NO_ID      -4.386220331   2.275039868    4.582628692    -3.068408414   -3.281135465   3.336946575    3.55686034     -4.109609702   -1.648026629   -0.8058045727  -5241.276758   
148      NO_ID      -4.793602744   3.998885903    0.05893524038  -0.4342504546  4.051092411    -2.771219136   -3.150100184   3.532655609    3.247983848    4.158646636    -0.32817       
149      NO_ID      3.001265045    2.080657304    -3.031540257   3.47459        2.263347932    4.534791012    -0.6106444506  -2.968455527   3.771813574    -2.402909451   545.703525     
150      NO_ID      -2.579952908   -1.621926342   2.685582697    -1.92695735    1.692188272    4.163265438    -5.12          0.6400110128   3.317320066    -3.407589446   46974.46857    
151      NO_ID      -4.224298453   -2.846852166   -3.462999726   -4.6387956     -1.278276495   1.138284017    4.566678858    -0.8297795119  4.830612811    4.303348127    -46805.82604   
152      NO_ID      5.086505702    5.12           0.4801929183   3.815929867    -1.218971774   4.903006016    3.95403019     4.296665935    4.604997417    1.278105433    -672298.3325   
153      NO_ID      -2.87274181    -0.405524269   2.656543553    2.347213944    2.675596001    2.795113145    4.964963589    -3.642744934   -4.980323131   -3.972259139   23722.39784    
154      NO_ID      4.719807194    0.4644954818   1.146468398    4.026109315    1.135392741    4.63269298     3.320953919    -3.631392225   1.682051131    1.660665816    -3299.540608   
155      NO_ID      -3.536394504   4.335580998    0.8982486853   -2.056680237   -3.985444296   5.11497995     -0.9477331387  1.531053028    -2.96948379    -4.60971698    116171.0535    
156      NO_ID      -3.824580238   -1.493992078   -0.9458221203  4.578283314    5.12           -4.879033842   4.241777922    -3.170288323   0.1015485105   1.125622588    36522.99388    
157      NO_ID      4.71212734     -4.955697018   -0.1764704065  2.769140073    2.700985731    -5.089203808   4.382872389    0.04357265992  0.1662330771   -4.860901582   -117285.6751   
158      NO_ID      1.932360988    4.031872534    2.730519625    4.226300238    -1.288404919   4.838035557    4.13196772     -0.2467575363  3.427551743    0.3112475291   -1198740.993   
159      NO_ID      -3.889070044   4.410405771    0.8423854067   -2.208798547   -0.5778613472  4.940997515    -4.41026449    -4.712177294   -0.09230562783 2.741153751    30641.7429     
160      NO_ID      3.154421511    -4.80286337    0.3651049857   -3.851592815   -4.718222588   -0.9838503397  4.403303823    3.087204797    -5.12          3.54565866     -18.216552     
161      NO_ID      1.65773162     5.084029971    -1.121420613   2.54194969     -3.677727674   3.236092778    -0.2784492236  -4.953737426   3.303126595    -0.7217219254  279.632486     
162      NO_ID      -2.956460874   -2.810252931   -3.89126443    4.88832494     -3.599846724   4.642045143    -1.644357719   3.892213044    -2.897874203   1.782329715    233409.5528    
163      NO_ID      4.645422448    4.128786011    -0.3592424491  2.216845997    -4.603761599   3.759667378    3.032527956    -1.168915811   3.114556786    -4.107947974   -12514.95334   
164      NO_ID      -3.289731794   4.583104138    -4.058414099   0.3178737297   -4.655446724   0.1789560007   4.812100638    4.702267231    -2.856466783   -2.974849624   -21221.20657   
165      NO_ID      1.329285324    4.255081258    -4.510188675   4.376771871    -5.052038116   4.140803686    2.457470035    0.3534446913   3.914554644    -1.946330277   174655.6737    
166      NO_ID      2.529807806    2.424494742    2.950579545    -4.636001866   -2.163891453   3.885800492    -4.577216879   1.594422652    -1.310811693   -2.364139688   -274.798114    
167      NO_ID      0.1148523226   1.025119616    3.519489462    4.814292891    5.12           4.741918187    -2.890110581   -3.56891741    -3.315005259   2.76756973     635.567495     
168      NO_ID      1.308482288    2.264431905    -4.782148171   3.596185999    -0.2052875609  4.190844302    4.613298647    -2.208290259   4.030232039    -1.343884435   118071.6427    
169      NO_ID      -3.307304184   -1.304102612   2.720819828    -4.95464205    3.891170871    1.642868021    0.6350661463   -3.466045831   3.880590482    -1.240074583   -11989.297     
170      NO_ID      4.123885679    -2.257751455   -4.030359058   3.692978376    4.712628428    3.434868569    -0.6109887763  4.72109532     2.486021861    -1.387753356   965495.4462    
171      NO_ID      -4.673985848   -4.920823202   -2.335151049   0.1633282997   -1.514784629   2.550710094    -1.088199095   4.120206619    1.030486108    5.12           -22.436177     
172      NO_ID      4.75677611     1.132967369    -2.260411169   3.863728943    -1.335183141   2.284563157    -0.8324584602  -2.367432469   4.685184347    0.9893556318   473835.4871    
