Run 1	   Run 2	   Run 3	   Run 4	   Run 5	   Run 6	   Run 7	   Run 8	   Run 9	  Run 10	Best Average Running Min	NumFeasible
5.52e+02	  7.44e+02	  9.03e+02	  5.24e+02	  1.04e+03	  4.52e+02	  6.61e+02	  7.78e+02	  3.35e+02	  2.03e+02	  6.19e+02	0
5.52e+02	  7.44e+02	  9.03e+02	  5.24e+02	  1.04e+03	  4.52e+02	  6.61e+02	  7.78e+02	  3.35e+02	  2.03e+02	  6.19e+02	0
5.52e+02	  7.44e+02	  3.15e+02	  5.24e+02	  1.04e+03	  4.52e+02	  6.61e+02	  7.78e+02	  3.35e+02	  2.03e+02	  5.60e+02	0
5.52e+02	  7.44e+02	  3.15e+02	  5.24e+02	  1.04e+03	  4.52e+02	  6.61e+02	  7.78e+02	  3.35e+02	  2.03e+02	  5.60e+02	0
5.52e+02	  7.44e+02	  3.15e+02	  5.24e+02	  1.04e+03	  4.52e+02	  6.61e+02	  7.78e+02	  3.35e+02	  2.03e+02	  5.60e+02	0
5.52e+02	  7.44e+02	  3.15e+02	  5.24e+02	  1.04e+03	  4.52e+02	  6.61e+02	  7.78e+02	  3.35e+02	  2.03e+02	  5.60e+02	0
5.52e+02	  7.44e+02	  3.15e+02	  5.24e+02	  1.04e+03	  4.52e+02	  6.61e+02	  7.78e+02	  3.35e+02	  2.03e+02	  5.60e+02	0
5.52e+02	  7.44e+02	  3.15e+02	  5.24e+02	  1.04e+03	  4.52e+02	  4.87e+02	  7.78e+02	  3.35e+02	  2.03e+02	  5.43e+02	0
5.52e+02	  7.44e+02	  3.15e+02	  5.24e+02	  1.04e+03	  4.52e+02	  4.87e+02	  7.78e+02	  3.35e+02	  2.03e+02	  5.43e+02	0
5.52e+02	  7.44e+02	  3.15e+02	  5.24e+02	  1.04e+03	  4.52e+02	  4.87e+02	  7.78e+02	  3.35e+02	  2.03e+02	  5.43e+02	0
5.52e+02	  7.44e+02	  3.15e+02	  5.24e+02	  7.13e+02	  4.52e+02	  4.87e+02	  7.78e+02	  3.35e+02	  2.03e+02	  5.10e+02	0
5.52e+02	  7.44e+02	  3.15e+02	  5.24e+02	  7.13e+02	  4.52e+02	  4.87e+02	  7.78e+02	  3.35e+02	  2.03e+02	  5.10e+02	0
5.52e+02	  7.44e+02	  3.15e+02	  5.24e+02	  7.13e+02	  4.52e+02	  4.87e+02	  7.78e+02	  3.35e+02	  2.03e+02	  5.10e+02	0
5.52e+02	  7.44e+02	  3.15e+02	  5.24e+02	  7.13e+02	  4.52e+02	  4.87e+02	  2.80e+02	  3.35e+02	  2.03e+02	  4.60e+02	0
5.52e+02	  7.44e+02	  3.15e+02	  5.24e+02	  7.13e+02	  4.52e+02	  4.87e+02	  2.80e+02	  3.35e+02	  2.03e+02	  4.60e+02	0
5.52e+02	  7.44e+02	  3.15e+02	  5.24e+02	  7.13e+02	  4.52e+02	  4.87e+02	  2.80e+02	  3.35e+02	  2.03e+02	  4.60e+02	0
5.52e+02	  7.44e+02	  3.15e+02	  5.24e+02	  7.13e+02	  4.52e+02	  4.87e+02	  2.80e+02	  3.35e+02	  2.03e+02	  4.60e+02	0
5.52e+02	  6.03e+02	  3.15e+02	  5.24e+02	  7.13e+02	  4.52e+02	  4.87e+02	  2.80e+02	  3.35e+02	  2.03e+02	  4.46e+02	0
5.52e+02	  6.03e+02	  3.15e+02	  5.24e+02	  7.13e+02	  4.52e+02	  4.87e+02	  2.80e+02	  3.35e+02	  2.03e+02	  4.46e+02	0
5.52e+02	  6.03e+02	  3.15e+02	  5.24e+02	  7.13e+02	  4.52e+02	  4.87e+02	  2.80e+02	  3.35e+02	  2.03e+02	  4.46e+02	0
5.52e+02	  6.03e+02	  3.15e+02	  4.60e+02	  7.13e+02	  4.52e+02	  4.87e+02	  2.80e+02	  3.35e+02	  2.03e+02	  4.40e+02	0
5.52e+02	  6.03e+02	  3.15e+02	  4.60e+02	  7.13e+02	  4.52e+02	  4.87e+02	  2.80e+02	  3.35e+02	  2.03e+02	  4.40e+02	0
5.52e+02	  6.03e+02	  3.15e+02	  4.60e+02	  1.90e+02	  4.52e+02	  4.87e+02	  2.80e+02	  3.35e+02	  2.03e+02	  3.88e+02	0
5.52e+02	  6.03e+02	  3.15e+02	  4.60e+02	  1.90e+02	  4.52e+02	  4.87e+02	  2.80e+02	  3.35e+02	  2.03e+02	  3.88e+02	0
5.52e+02	  6.03e+02	  3.15e+02	  4.60e+02	  1.90e+02	  4.52e+02	  4.87e+02	  2.80e+02	  3.35e+02	  2.03e+02	  3.88e+02	0
5.52e+02	  6.03e+02	  3.15e+02	  4.60e+02	  1.90e+02	  4.52e+02	  4.87e+02	  2.80e+02	  3.35e+02	  2.03e+02	  3.88e+02	0
5.52e+02	  6.03e+02	  3.15e+02	  4.60e+02	  1.90e+02	  4.52e+02	  4.87e+02	  2.80e+02	  3.35e+02	  2.03e+02	  3.88e+02	0
5.52e+02	  6.03e+02	  3.15e+02	  4.60e+02	  1.90e+02	  4.52e+02	  4.87e+02	  2.80e+02	  3.35e+02	  2.03e+02	  3.88e+02	0
5.52e+02	  6.03e+02	  3.15e+02	  4.60e+02	  1.90e+02	  4.52e+02	  4.87e+02	  2.80e+02	  3.35e+02	  2.03e+02	  3.88e+02	0
5.52e+02	  6.03e+02	  3.15e+02	  4.60e+02	  1.90e+02	  4.52e+02	  4.87e+02	  2.80e+02	  3.35e+02	  2.03e+02	  3.88e+02	0
5.52e+02	  6.03e+02	  3.15e+02	  4.60e+02	  1.90e+02	  4.52e+02	  4.87e+02	  2.80e+02	  3.35e+02	  2.03e+02	  3.88e+02	0
5.52e+02	  6.03e+02	  3.15e+02	  4.60e+02	  1.90e+02	  4.52e+02	  4.87e+02	  2.80e+02	  3.35e+02	  2.03e+02	  3.88e+02	0
5.52e+02	  6.03e+02	  3.15e+02	  4.60e+02	  1.90e+02	  4.52e+02	  4.87e+02	  2.80e+02	  3.35e+02	  2.03e+02	  3.88e+02	0
5.52e+02	  6.03e+02	  3.15e+02	  4.60e+02	  1.90e+02	  4.52e+02	  4.87e+02	  2.80e+02	  3.35e+02	  2.03e+02	  3.88e+02	0
5.52e+02	  6.03e+02	  3.15e+02	  4.60e+02	  1.90e+02	  4.52e+02	  4.87e+02	  2.80e+02	  3.35e+02	  2.03e+02	  3.88e+02	0
5.52e+02	  6.03e+02	  3.15e+02	  4.60e+02	  1.90e+02	  4.52e+02	  4.87e+02	  2.80e+02	  3.35e+02	  2.03e+02	  3.88e+02	0
5.52e+02	  6.03e+02	  3.15e+02	  4.60e+02	  1.90e+02	  4.52e+02	  4.87e+02	  2.80e+02	  3.35e+02	  2.03e+02	  3.88e+02	0
5.52e+02	  6.03e+02	  3.15e+02	  4.60e+02	  1.90e+02	  4.52e+02	  4.87e+02	  2.80e+02	  3.35e+02	  2.03e+02	  3.88e+02	0
5.52e+02	  6.03e+02	  3.15e+02	  4.60e+02	  1.90e+02	  4.52e+02	  4.87e+02	  2.80e+02	  3.35e+02	  2.03e+02	  3.88e+02	0
5.52e+02	  6.03e+02	  3.15e+02	  4.60e+02	  1.90e+02	  4.52e+02	  4.87e+02	  2.80e+02	  3.35e+02	  2.03e+02	  3.88e+02	0
5.52e+02	  6.03e+02	  3.15e+02	  4.60e+02	  1.90e+02	  2.94e+02	  4.87e+02	  2.80e+02	  3.35e+02	  2.03e+02	  3.72e+02	0
5.52e+02	  6.03e+02	  3.15e+02	  4.60e+02	  1.90e+02	  2.94e+02	  4.87e+02	  2.80e+02	  3.35e+02	  2.03e+02	  3.72e+02	0
5.52e+02	  6.03e+02	  3.15e+02	  4.60e+02	  1.90e+02	  2.94e+02	  4.87e+02	  2.80e+02	  3.35e+02	  2.03e+02	  3.72e+02	0
5.52e+02	  6.03e+02	  3.15e+02	  4.60e+02	  1.90e+02	  2.94e+02	  4.87e+02	  2.80e+02	  3.35e+02	  2.03e+02	  3.72e+02	0
5.52e+02	  6.03e+02	  3.15e+02	  4.60e+02	  1.90e+02	  2.94e+02	  4.87e+02	  2.80e+02	  3.35e+02	  2.03e+02	  3.72e+02	0
5.52e+02	  6.03e+02	  3.15e+02	  4.60e+02	  1.90e+02	  2.94e+02	  4.87e+02	  2.80e+02	  3.35e+02	  2.03e+02	  3.72e+02	0
5.52e+02	  6.03e+02	  3.15e+02	  4.60e+02	  1.90e+02	  2.94e+02	  4.87e+02	  2.80e+02	  3.35e+02	  2.03e+02	  3.72e+02	0
5.52e+02	  6.03e+02	  3.12e+02	  4.60e+02	  1.90e+02	  2.94e+02	  4.87e+02	  2.80e+02	  3.35e+02	  2.03e+02	  3.71e+02	0
5.52e+02	  6.03e+02	  3.12e+02	  4.60e+02	  1.90e+02	  2.94e+02	  4.87e+02	  2.80e+02	  3.35e+02	  2.03e+02	  3.71e+02	0
5.52e+02	  6.03e+02	  3.12e+02	  4.60e+02	  1.90e+02	  2.94e+02	  4.87e+02	  2.80e+02	  3.35e+02	  2.03e+02	  3.71e+02	0
5.48e+02	  6.03e+02	  3.12e+02	  4.60e+02	  1.90e+02	  2.94e+02	  4.87e+02	  2.80e+02	  3.35e+02	  2.03e+02	  3.71e+02	0
5.48e+02	  6.03e+02	  3.12e+02	  4.60e+02	  1.90e+02	  2.94e+02	  4.87e+02	  2.80e+02	  3.35e+02	  2.03e+02	  3.71e+02	0
5.48e+02	  6.03e+02	  3.12e+02	  4.60e+02	  1.90e+02	  2.94e+02	  4.87e+02	  2.80e+02	  3.35e+02	  2.03e+02	  3.71e+02	0
5.48e+02	  6.03e+02	  3.12e+02	  4.60e+02	  1.90e+02	  2.94e+02	  4.87e+02	  2.80e+02	  3.35e+02	  2.03e+02	  3.71e+02	0
5.48e+02	  6.03e+02	  3.12e+02	  4.60e+02	  1.90e+02	  2.94e+02	  4.87e+02	  2.80e+02	  3.35e+02	  2.03e+02	  3.71e+02	0
5.48e+02	  6.03e+02	  3.12e+02	  4.60e+02	  1.90e+02	  2.94e+02	  4.87e+02	  2.80e+02	  3.35e+02	  2.03e+02	  3.71e+02	0
3.57e+02	  6.03e+02	  3.12e+02	  4.60e+02	  1.90e+02	  2.94e+02	  4.87e+02	  2.80e+02	  3.35e+02	  2.03e+02	  3.52e+02	0
3.57e+02	  6.03e+02	  3.12e+02	  4.60e+02	  1.90e+02	  2.94e+02	  4.87e+02	  2.80e+02	  3.35e+02	  2.03e+02	  3.52e+02	0
2.24e+02	  6.03e+02	  3.12e+02	  4.60e+02	  1.90e+02	  2.94e+02	  4.87e+02	  2.80e+02	  3.35e+02	  2.03e+02	  3.39e+02	0
2.24e+02	  6.03e+02	  3.12e+02	  4.60e+02	  1.90e+02	  2.94e+02	  4.87e+02	  2.80e+02	  3.35e+02	  2.03e+02	  3.39e+02	0
2.24e+02	  6.03e+02	  3.12e+02	  4.60e+02	  1.90e+02	  2.94e+02	  4.87e+02	  2.80e+02	  3.35e+02	  2.03e+02	  3.39e+02	0
2.24e+02	  5.88e+02	  3.12e+02	  4.60e+02	  1.90e+02	  2.94e+02	  4.87e+02	  2.80e+02	  3.35e+02	  2.03e+02	  3.37e+02	0
2.24e+02	  5.88e+02	  3.12e+02	  4.60e+02	  1.90e+02	  2.94e+02	  4.87e+02	  2.80e+02	  3.35e+02	  2.03e+02	  3.37e+02	0
2.24e+02	  5.88e+02	  3.12e+02	  4.60e+02	  1.90e+02	  2.94e+02	  4.87e+02	  2.80e+02	  3.35e+02	  2.03e+02	  3.37e+02	0
2.24e+02	  5.88e+02	  3.12e+02	  4.60e+02	  1.90e+02	  2.94e+02	  4.87e+02	  2.80e+02	  3.35e+02	  2.03e+02	  3.37e+02	0
2.24e+02	  5.88e+02	  3.12e+02	  4.60e+02	  1.90e+02	  2.94e+02	  4.87e+02	  2.80e+02	  3.35e+02	  2.03e+02	  3.37e+02	0
2.24e+02	  5.88e+02	  3.12e+02	  3.64e+02	  1.90e+02	  2.94e+02	  4.87e+02	  2.80e+02	  3.35e+02	  2.03e+02	  3.28e+02	0
2.24e+02	  5.88e+02	  3.12e+02	  3.64e+02	  1.90e+02	  2.94e+02	  4.87e+02	  2.80e+02	  3.35e+02	  2.03e+02	  3.28e+02	0
2.24e+02	  5.88e+02	  3.12e+02	  3.64e+02	  1.90e+02	  2.94e+02	  4.87e+02	  2.80e+02	  3.35e+02	  2.03e+02	  3.28e+02	0
2.24e+02	  5.88e+02	  3.12e+02	  3.64e+02	  1.90e+02	  2.94e+02	  4.87e+02	  2.80e+02	  3.35e+02	  2.03e+02	  3.28e+02	0
2.24e+02	  5.88e+02	  3.12e+02	  3.64e+02	  1.90e+02	  2.94e+02	  4.87e+02	  2.80e+02	  3.35e+02	  2.03e+02	  3.28e+02	0
2.24e+02	  5.88e+02	  3.12e+02	  3.64e+02	  1.90e+02	  2.94e+02	  4.87e+02	  2.80e+02	  3.35e+02	  2.03e+02	  3.28e+02	0
2.24e+02	  5.88e+02	  3.12e+02	  3.64e+02	  1.90e+02	  2.94e+02	  4.87e+02	  2.80e+02	  3.35e+02	  2.03e+02	  3.28e+02	0
2.24e+02	  5.88e+02	  3.12e+02	  3.64e+02	  1.90e+02	  2.94e+02	  4.87e+02	  2.80e+02	  3.35e+02	  2.03e+02	  3.28e+02	0
2.24e+02	  5.88e+02	  3.12e+02	  3.64e+02	  1.90e+02	  2.94e+02	  4.87e+02	  2.80e+02	  3.35e+02	  2.03e+02	  3.28e+02	0
2.24e+02	  5.88e+02	  3.12e+02	  3.64e+02	  1.90e+02	  2.94e+02	  4.87e+02	  2.80e+02	  3.35e+02	  2.03e+02	  3.28e+02	0
2.24e+02	  5.88e+02	  3.12e+02	  3.64e+02	  1.90e+02	  2.94e+02	  4.87e+02	  2.80e+02	  3.35e+02	  2.03e+02	  3.28e+02	0
2.24e+02	  5.88e+02	  3.12e+02	  3.64e+02	  1.90e+02	  2.94e+02	  4.87e+02	  2.80e+02	  3.35e+02	  2.03e+02	  3.28e+02	0
2.24e+02	  5.88e+02	  3.12e+02	  3.64e+02	  1.90e+02	  2.94e+02	  4.87e+02	  2.80e+02	  3.35e+02	  2.03e+02	  3.28e+02	0
2.24e+02	  5.88e+02	  3.12e+02	  3.64e+02	  1.90e+02	  2.94e+02	  4.87e+02	  2.80e+02	  3.35e+02	  2.03e+02	  3.28e+02	0
2.24e+02	  5.88e+02	  3.12e+02	  3.64e+02	  1.90e+02	  2.94e+02	  4.87e+02	  2.80e+02	  3.35e+02	  2.03e+02	  3.28e+02	0
2.24e+02	  4.27e+02	  3.12e+02	  3.64e+02	  1.90e+02	  2.94e+02	  4.87e+02	  2.80e+02	  3.35e+02	  2.03e+02	  3.11e+02	0
2.24e+02	  2.70e+02	  3.12e+02	  3.64e+02	  1.90e+02	  2.94e+02	  4.87e+02	  2.80e+02	  3.35e+02	  2.03e+02	  2.96e+02	0
2.24e+02	  2.70e+02	  3.12e+02	  3.64e+02	  1.90e+02	  2.94e+02	  4.87e+02	  2.80e+02	  3.35e+02	  2.03e+02	  2.96e+02	0
2.24e+02	  2.70e+02	  3.12e+02	  3.64e+02	  1.90e+02	  2.94e+02	  4.87e+02	  2.80e+02	  3.35e+02	  2.03e+02	  2.96e+02	0
2.24e+02	  2.70e+02	  3.12e+02	  3.64e+02	  1.90e+02	  2.94e+02	  4.87e+02	  2.80e+02	  3.35e+02	  2.03e+02	  2.96e+02	0
2.24e+02	  2.70e+02	  3.12e+02	  3.64e+02	  1.90e+02	  2.94e+02	  4.87e+02	  2.80e+02	  3.35e+02	  2.03e+02	  2.96e+02	0
2.24e+02	  2.70e+02	  3.12e+02	  3.64e+02	  1.90e+02	  2.94e+02	  4.87e+02	  2.80e+02	  3.35e+02	  2.03e+02	  2.96e+02	0
2.24e+02	  2.70e+02	  2.84e+02	  3.64e+02	  1.90e+02	  2.94e+02	  4.87e+02	  2.80e+02	  3.35e+02	  2.03e+02	  2.93e+02	0
2.24e+02	  2.70e+02	  2.84e+02	  3.64e+02	  1.90e+02	  2.94e+02	  4.87e+02	  2.80e+02	  3.35e+02	  2.03e+02	  2.93e+02	0
2.24e+02	  2.70e+02	  2.84e+02	  3.64e+02	  1.90e+02	  2.94e+02	  4.87e+02	  2.80e+02	  3.35e+02	  2.03e+02	  2.93e+02	0
2.24e+02	  2.70e+02	  2.84e+02	  3.64e+02	  1.90e+02	  2.94e+02	  4.87e+02	  2.80e+02	  3.35e+02	  2.03e+02	  2.93e+02	0
2.24e+02	  2.70e+02	  2.84e+02	  3.64e+02	  1.90e+02	  2.94e+02	  4.87e+02	  2.80e+02	  3.35e+02	  2.03e+02	  2.93e+02	0
2.24e+02	  2.70e+02	  2.84e+02	  3.64e+02	  1.90e+02	  2.94e+02	  4.87e+02	  2.80e+02	  3.35e+02	  2.03e+02	  2.93e+02	0
2.24e+02	  2.70e+02	  2.84e+02	  3.64e+02	  1.90e+02	  2.94e+02	  4.87e+02	  2.80e+02	  3.35e+02	  2.03e+02	  2.93e+02	0
2.24e+02	  2.70e+02	  2.84e+02	  3.64e+02	  1.90e+02	  2.94e+02	  4.87e+02	  2.80e+02	  3.35e+02	  2.03e+02	  2.93e+02	0
2.24e+02	  2.70e+02	  2.84e+02	  3.64e+02	  1.90e+02	  2.94e+02	  4.87e+02	  2.80e+02	  3.35e+02	  2.03e+02	  2.93e+02	0
2.24e+02	  2.70e+02	  2.84e+02	  3.64e+02	  1.90e+02	  2.94e+02	  4.87e+02	  2.80e+02	  3.35e+02	  2.03e+02	  2.93e+02	0
2.24e+02	  2.70e+02	  2.84e+02	  3.64e+02	  1.90e+02	  2.94e+02	  4.87e+02	  2.80e+02	  3.07e+02	  2.03e+02	  2.90e+02	0
2.24e+02	  2.70e+02	  2.84e+02	  3.64e+02	  1.90e+02	  2.94e+02	  4.87e+02	  2.80e+02	  3.07e+02	  2.03e+02	  2.90e+02	0
2.24e+02	  2.70e+02	  2.84e+02	  3.64e+02	  1.90e+02	  2.94e+02	  4.87e+02	  2.80e+02	  3.07e+02	  2.03e+02	  2.90e+02	0
2.24e+02	  2.70e+02	  2.84e+02	  3.64e+02	  1.90e+02	  2.94e+02	  4.87e+02	  2.80e+02	  3.07e+02	  2.03e+02	  2.90e+02	0
2.24e+02	  2.70e+02	  2.84e+02	  3.64e+02	  1.90e+02	  2.94e+02	  4.87e+02	  2.80e+02	  3.07e+02	  2.03e+02	  2.90e+02	0
2.24e+02	  2.70e+02	  2.84e+02	  3.64e+02	  1.90e+02	  2.94e+02	  4.87e+02	  2.80e+02	  3.07e+02	  2.03e+02	  2.90e+02	0
2.24e+02	  2.70e+02	  2.84e+02	  3.64e+02	  1.90e+02	  2.94e+02	  4.87e+02	  2.80e+02	  3.07e+02	  2.03e+02	  2.90e+02	0
2.24e+02	  2.70e+02	  2.84e+02	  3.64e+02	  1.90e+02	  2.94e+02	  4.87e+02	  2.80e+02	  3.07e+02	  2.03e+02	  2.90e+02	0
2.24e+02	  2.70e+02	  2.84e+02	  3.64e+02	  1.90e+02	  2.94e+02	  4.87e+02	  2.80e+02	  3.07e+02	  2.03e+02	  2.90e+02	0
2.24e+02	  2.70e+02	  2.84e+02	  3.64e+02	  1.90e+02	  2.94e+02	  4.87e+02	  2.80e+02	  3.07e+02	  2.03e+02	  2.90e+02	0
2.24e+02	  2.70e+02	  2.84e+02	  3.64e+02	  1.90e+02	  2.94e+02	  4.87e+02	  2.80e+02	  3.07e+02	  2.03e+02	  2.90e+02	0
2.24e+02	  2.70e+02	  2.84e+02	  3.64e+02	  1.90e+02	  2.94e+02	  4.87e+02	  2.80e+02	  3.07e+02	  2.03e+02	  2.90e+02	0
2.24e+02	  2.70e+02	  2.84e+02	  3.64e+02	  1.90e+02	  2.94e+02	  4.87e+02	  2.80e+02	  3.07e+02	  2.03e+02	  2.90e+02	0
2.24e+02	  2.70e+02	  2.84e+02	  3.64e+02	  1.90e+02	  2.94e+02	  4.87e+02	  2.80e+02	  3.07e+02	  2.03e+02	  2.90e+02	0
2.24e+02	  2.70e+02	  2.84e+02	  3.64e+02	  1.90e+02	  2.94e+02	  4.87e+02	  2.80e+02	  3.07e+02	  2.03e+02	  2.90e+02	0
2.24e+02	  2.70e+02	  2.84e+02	  3.22e+02	  1.90e+02	  2.94e+02	  4.87e+02	  2.80e+02	  3.07e+02	  2.03e+02	  2.86e+02	0
2.24e+02	  2.70e+02	  2.84e+02	  3.22e+02	  1.90e+02	  2.94e+02	  4.87e+02	  2.80e+02	  3.07e+02	  2.03e+02	  2.86e+02	0
2.24e+02	  2.70e+02	  2.84e+02	  3.22e+02	  1.90e+02	  2.94e+02	  4.87e+02	  2.80e+02	  3.07e+02	  2.03e+02	  2.86e+02	0
2.24e+02	  2.70e+02	  2.84e+02	  3.22e+02	  1.90e+02	  2.94e+02	  4.87e+02	  2.80e+02	  3.07e+02	  2.03e+02	  2.86e+02	0
2.24e+02	  2.70e+02	  2.84e+02	  3.22e+02	  1.90e+02	  2.94e+02	  4.87e+02	  2.80e+02	  3.07e+02	  2.03e+02	  2.86e+02	0
2.24e+02	  2.70e+02	  2.84e+02	  3.22e+02	  1.90e+02	  2.94e+02	  4.87e+02	  2.80e+02	  3.07e+02	  2.03e+02	  2.86e+02	0
2.24e+02	  2.70e+02	  2.84e+02	  3.22e+02	  1.90e+02	  2.94e+02	  4.87e+02	  2.80e+02	  3.07e+02	  2.03e+02	  2.86e+02	0
2.24e+02	  2.70e+02	  2.84e+02	  3.22e+02	  1.90e+02	  2.94e+02	  4.87e+02	  2.80e+02	  3.07e+02	  2.03e+02	  2.86e+02	0
2.24e+02	  2.70e+02	  2.84e+02	  3.22e+02	  1.90e+02	  2.94e+02	  4.87e+02	  2.80e+02	  3.07e+02	  2.03e+02	  2.86e+02	0
2.24e+02	  2.70e+02	  2.84e+02	  3.22e+02	  1.90e+02	  2.94e+02	  4.87e+02	  2.80e+02	  3.07e+02	  2.03e+02	  2.86e+02	0
2.24e+02	  2.70e+02	  2.84e+02	  3.22e+02	  1.90e+02	  2.94e+02	  4.87e+02	  2.80e+02	  3.07e+02	  2.03e+02	  2.86e+02	0
2.24e+02	  2.70e+02	  2.84e+02	  3.22e+02	  1.90e+02	  2.94e+02	  4.87e+02	  2.80e+02	  3.07e+02	  2.03e+02	  2.86e+02	0
2.24e+02	  2.70e+02	  2.57e+02	  3.22e+02	  1.90e+02	  2.94e+02	  4.87e+02	  2.80e+02	  3.07e+02	  2.03e+02	  2.83e+02	0
2.24e+02	  2.70e+02	  2.57e+02	  3.22e+02	  1.90e+02	  2.94e+02	  4.87e+02	  2.80e+02	  3.07e+02	  2.03e+02	  2.83e+02	0
2.24e+02	  2.70e+02	  2.57e+02	  3.22e+02	  1.90e+02	  2.94e+02	  4.07e+02	  2.80e+02	  3.07e+02	  2.03e+02	  2.75e+02	0
2.24e+02	  2.70e+02	  2.57e+02	  3.22e+02	  1.90e+02	  2.94e+02	  4.07e+02	  2.80e+02	  3.07e+02	  2.03e+02	  2.75e+02	0
2.24e+02	  2.70e+02	  2.57e+02	  3.22e+02	  1.90e+02	  2.94e+02	  4.07e+02	  2.80e+02	  3.07e+02	  2.03e+02	  2.75e+02	0
2.24e+02	  2.70e+02	  2.57e+02	  3.22e+02	  1.90e+02	  2.94e+02	  4.07e+02	  2.80e+02	  3.07e+02	  2.03e+02	  2.75e+02	0
2.24e+02	  2.70e+02	  2.57e+02	  3.22e+02	  1.90e+02	  2.94e+02	  4.07e+02	  2.80e+02	  3.07e+02	  2.03e+02	  2.75e+02	0
2.24e+02	  2.70e+02	  2.57e+02	  3.22e+02	  1.90e+02	  2.94e+02	  3.20e+02	  2.80e+02	  3.07e+02	  2.03e+02	  2.67e+02	0
2.24e+02	  2.70e+02	  2.57e+02	  3.22e+02	  1.90e+02	  2.94e+02	  3.20e+02	  2.80e+02	  3.07e+02	  2.03e+02	  2.67e+02	0
2.24e+02	  2.70e+02	  2.57e+02	  3.22e+02	  1.90e+02	  2.94e+02	  3.20e+02	  2.80e+02	  3.07e+02	  2.03e+02	  2.67e+02	0
