%eval_id interface cdv_1          cdv_2          cdv_3          cdv_4          cdv_5          cdv_6          f1             f2             f3             f4             f5             f6             f7             
29       NO_ID      7.786283394    4.065006694    1.227001451    4.820081988    4.411979304    2.840420642    -362.117023    -9.85129       5.85129        -5.721277      -6.408737      3.963606       -0.834106      
30       NO_ID      8.949735602    8.206260711    2.049508252    4.627780454    1.73738904     3.24397104     -530.7142135   -15.155996     11.155996      -2.743475      -17.669047     1.531215       -0.838157      
31       NO_ID      1.421271302    7.306780576    3.024458908    1.62131242     3.26522535     9.106145682    54.6728595     -6.728052      2.728052       3.885509       -22.49907      -2.378089      -5.17649       
32       NO_ID      6.990482894    9.046003385    3.471556696    5.180092804    2.213168441    4.304967683    -244.114592    -14.036486     10.036486      0.05552        -22.147527     1.402459       -0.924072      
33       NO_ID      3.591847352    8.178437705    3.001004753    4.330318031    4.770098628    0.1191175031   5.232304       -9.770285      5.770285       2.58659        -22.943466     0.330319       0.747633       
34       NO_ID      2.007874768    6.351229659    3.046748257    5.546939752    4.610939603    2.654773999    37.086824      -6.359104      2.359104       2.343355       -19.045814     1.549125       -1.2499        
35       NO_ID      8.786606411    6.493947737    2.511847305    2.426479785    4.897163998    9.088298054    -476.7216995   -13.280554     9.280554       -4.292659      -12.695237     -1.335227      -8.687529      
36       NO_ID      7.025393367    5.786324062    1.299405931    0.1732159938   1.827471424    8.280569663    -252.327849    -10.811717     6.811717       -3.239069      -12.333579     -0.934764      -5.655393      
37       NO_ID      1.534332797    7.531314379    4.520309275    2.756972164    3.954109903    4.312846695    31.3317745     -7.065647      3.065647       3.996982       -23.05961      1.068312       -1.223172      
38       NO_ID      6.01440654     4.130709485    2.933727181    0.2291088459   4.088248938    0.4997481082   -178.032001    -8.145116      4.145116       -3.883697      -8.377722      -3.766499      2.315966       
39       NO_ID      9.266454684    1.303877459    2.707378565    5.867317912    2.341432522    3.640982394    -590.3292405   -8.570332      4.570332       -9.962577      3.354822       1.952945       -0.074694      
40       NO_ID      3.991094941    8.332677911    3.927061352    4.680224155    1.351586456    2.783899979    -8.051369      -10.323773     6.323773       2.341583       -23.006939     1.539667       -1.501167      
41       NO_ID      9.006948727    9.787249993    2.724255857    5.35228112     3.525859301    0.2931891523   -536.8773485   -16.794199     12.794199      -1.219699      -22.354801     1.428316       3.430283       
42       NO_ID      7.630082377    8.794511253    4.740254251    3.679799006    3.921264482    4.230379148    -328.195975    -14.424594     10.424594      -0.835571      -20.753451     2.708284       -1.079107      
43       NO_ID      9.982333081    3.072089592    2.043906158    1.396204387    1.00476034     0.01757999883  -742.869213    -11.054423     7.054423       -8.910243      -1.233936      -1.68968       0.001439       
44       NO_ID      5.467040322    4.546699801    3.553420705    5.012684592    2.459953858    3.611239676    -104.632304    -8.01374       4.01374        -2.920341      -10.173059     1.318959       0.09711        
45       NO_ID      4.105237603    6.728397597    2.671364887    3.944495424    1.756390427    1.634752192    -22.9750895    -8.833635      4.833635       0.62316        -18.079955     0.052496       0.818683       
46       NO_ID      5.280097069    2.591436725    2.71081742     2.562561595    1.64848638     7.776464758    -81.5191215    -5.871534      1.871534       -4.68866       -4.494213      -1.353812      -5.603054      
47       NO_ID      9.043193366    8.950901236    4.118828686    3.230576904    2.537351834    5.680700739    -536.577016    -15.994095     11.994095      -2.092292      -19.80951      0.482355       -1.894744      
48       NO_ID      5.537316434    5.677304052    4.379678542    3.385870626    2.551739783    0.226324536    -120.2215375   -9.21462       5.21462        -1.860012      -13.494596     1.289384       3.572738       
49       NO_ID      3.836476749    9.664715957    2.952433974    3.836713123    2.091639504    7.962873815    25.625229      -11.501193     7.501193       3.828239       -27.157671     -0.161024      -4.787993      
50       NO_ID      2.020202154    3.537607372    3.626837737    1.892774156    4.903496005    5.143373117    27.4392955     -3.55781       -0.44219       -0.482595      -10.59262      -1.7143        -4.76667       
51       NO_ID      9.729414019    2.261411893    4.019876299    4.591435172    2.500623188    2.434791244    -678.0940965   -9.990826      5.990826       -9.468002      0.945178       1.631583       1.315832       
52       NO_ID      3.415924843    1.448838465    1.25123021     3.639213814    1.1777172      7.232435531    15.811273      -2.864763      -1.135237      -3.967086      -2.930591      2.69741        -6.55315       
53       NO_ID      7.781204548    8.704832037    1.844820412    4.345003514    1.3160374      9.10144784     -319.136791    -14.486037     10.486037      -1.076373      -20.333292     1.679443       -7.937178      
54       NO_ID      4.708054375    8.269884544    1.779809842    3.396028026    4.362018916    3.629822309    -48.733078     -10.977939     6.977939       1.56183        -22.101599     0.884892       -1.484918      
55       NO_ID      0.5267568075   3.201663244    1.141657731    1.262218059    3.732608348    7.371242804    5.502243       -1.72842       -2.27158       0.674906       -11.078233     0.715654       -3.907958      
56       NO_ID      3.41982016     6.917434748    1.530322228    1.688525817    4.368939921    4.43312919     5.963521       -8.337255      4.337255       1.497615       -19.332484     -0.151521      -2.307126      
57       NO_ID      4.049427609    8.729824167    1.861910478    3.194097601    1.79892486     8.825304428    17.536886      -10.779252     6.779252       2.680397       -24.140045     0.489345       -6.267886      
58       NO_ID      1.720315717    3.346256131    1.210717499    2.29351747     3.09875109     4.273906496    18.811141      -3.066572      -0.933428      -0.37406       -10.318453     1.495049       -0.283658      
59       NO_ID      1.252231864    6.260936743    4.025534294    3.232321203    2.081642898    7.930479459    45.7991655     -5.513169      1.513169       3.008705       -19.530578     0.284042       -4.773859      
60       NO_ID      2.866041103    9.552815598    2.668703764    2.856232022    4.127732912    9.517616192    66.351261      -10.418857     6.418857       4.686774       -27.792406     -1.034011      -6.789398      
61       NO_ID      6.308135342    0.8306929333   1.582452176    1.910593384    4.562002182    6.426673902    -187.004808    -5.138828      1.138828       -7.477442      1.816057       -0.079965      -4.866525      
62       NO_ID      5.341300329    1.234627599    1.154425727    5.149797476    2.764124264    4.091258396    -100.932661    -4.575928      0.575928       -6.106673      -0.362582      4.555942       -0.146896      
63       NO_ID      7.137522352    0.3381621048   2.396197858    2.84609874     2.587682656    0.4559909368   -298.306023    -5.475684      1.475684       -8.79936       4.123036       -0.789324      3.374003       
64       NO_ID      5.941283538    5.152422811    3.708076758    3.969100213    1.444849495    1.46365834     -155.1167035   -9.093706      5.093706       -2.788861      -11.515985     0.470473       0.117849       
65       NO_ID      7.292189969    9.836814892    3.939158642    3.658948441    2.297630549    3.191596029    -288.8635605   -15.129005     11.129005      0.544625       -24.218255     0.540967       0.315081       
66       NO_ID      5.507061065    7.175318532    3.231428539    5.429171288    1.054559624    2.458995032    -106.202967    -10.68238      6.68238        -0.331743      -18.018895     1.48273        -2.243733      
67       NO_ID      7.581197572    7.18758833     1.718824789    1.932349709    4.334370883    1.928571063    -341.6173365   -12.768786     8.768786       -2.393609      -15.981567     -0.42624       0.290883       
68       NO_ID      7.659370297    1.036588527    1.777348062    1.33332677     4.482012033    5.440605877    -353.556985    -6.695959      2.695959       -8.622782      2.549605       -1.171795      -3.636966      
69       NO_ID      0.6331309772   1.032334222    1.176507713    3.847707545    1.28047606     4.902846648    -2.222274      0.334535       -4.334535      -1.600797      -4.463872      3.172832       -3.859609      
70       NO_ID      6.232103755    2.967808173    4.98078873     1.67427958     4.744597806    8.638294488    -155.796032    -7.199912      3.199912       -5.264296      -4.671321      1.597804       -7.681916      
71       NO_ID      0.7305653816   8.612368157    4.228648694    5.847896883    4.73527722     7.010611667    43.2781475     -7.342934      3.342934       5.881803       -27.106539     3.357474       -6.021799      
72       NO_ID      0.6839729243   5.532939297    1.844305398    3.361244745    2.626955668    0.6097914607   -3.2471395     -4.216912      0.216912       2.848966       -17.914845     0.696875       3.251046       
73       NO_ID      3.993819791    4.129225479    4.957047315    3.14134223     2.692570175    7.567323906    4.389464       -6.123045      2.123045       -1.864594      -10.393857     2.971376       -3.661837      
74       NO_ID      0.5482599747   4.605394995    2.149473206    4.79425341     3.011376933    3.030290731    0.9459155      -3.153655      -0.846345      2.057135       -15.267925     1.517649       0.96958        
75       NO_ID      0.4754348055   0.632775836    3.025390177    1.09905841     3.583128258    6.591577412    -5.9459685     0.891789       -4.891789      -1.842659      -3.422893      -2.900297      -2.931616      
76       NO_ID      3.29377663     8.503822008    2.494597954    5.561706936    2.072313134    5.917113161    34.8287545     -9.797599      5.797599       3.210045       -24.217689     1.817138       -2.777716      
77       NO_ID      0.8214953452   6.872267531    1.88015543     1.15845929     1.150186187    0.448100772    -6.514377      -5.693763      1.693763       4.050772       -21.795307     -1.587489      0.130088       
78       NO_ID      3.427586743    7.450395342    4.517803225    5.578214999    3.039659825    1.406704169    15.159649      -8.877982      4.877982       2.022809       -20.923599     3.881942       2.591723       
79       NO_ID      6.040372986    0.5487818413   2.35056281     4.363713036    2.95000253     4.231288943    -164.0097365   -4.589155      0.589155       -7.491591      2.394027       0.785482       -0.233789      
80       NO_ID      4.652152194    8.721924791    4.755987951    4.334249233    4.817906596    8.890384058    -4.228425      -11.374077     7.374077       2.069773       -23.513622     3.417743       -8.195168      
81       NO_ID      7.656430065    1.620110386    4.678102156    2.794403774    3.362820893    9.826861699    -310.887189    -7.27654       3.27654        -8.03632       0.796099       1.610431       -5.958501      
82       NO_ID      4.528862301    6.588685767    3.416674844    1.581159284    1.362725731    0.8284087762   -56.05947      -9.117548      5.117548       0.059823       -17.237195     -2.245223      0.490924       
83       NO_ID      5.465022226    0.6285459132   2.588465306    2.004591491    1.779460337    0.9747256948   -132.028075    -4.093568      0.093568       -6.836476      1.579384       -1.826048      1.535557       
84       NO_ID      4.437432715    9.931640024    1.429555129    5.299591248    1.153398914    5.438883032    -16.98275      -12.369073     8.369073       3.494207       -27.357487     3.765888       -4.848819      
85       NO_ID      1.597250128    4.982900915    4.046272665    4.057016397    2.516388708    4.862520283    32.8265915     -4.580151      0.580151       1.385651       -15.351453     1.151703       -1.0964        
86       NO_ID      2.498898265    8.983142953    4.873443706    1.452547647    4.31219989     0.3588903976   22.037524      -9.482041      5.482041       4.484245       -26.450531     0.962339       1.919241       
87       NO_ID      2.985027788    9.36202845     4.044866403    4.604455858    4.393068244    8.244958999    60.896188      -10.347056     6.347056       4.377001       -27.101058     1.696202       -6.185598      
88       NO_ID      3.623976546    8.173811388    3.899201149    4.31055699     3.354223299    8.57746595     40.2300915     -9.797788      5.797788       2.549835       -22.897458     1.11912        -4.70294       
89       NO_ID      6.166549821    1.202849309    3.515331782    4.771882781    4.355935607    8.024358953    -147.4288835   -5.369399      1.369399       -6.963701      0.558002       1.03745        -5.86292       
90       NO_ID      7.389881433    1.73723945     4.113375092    3.742744573    1.20536199     8.797429688    -284.3685205   -7.127121      3.127121       -7.652642      0.178163       0.982349       -8.018155      
91       NO_ID      4.808809527    1.66171426     4.372629204    5.668559362    3.318131716    2.09938286     -62.1631815    -4.470524      0.470524       -5.147095      -2.176333      3.55267        1.799409       
92       NO_ID      2.032752825    4.476729145    1.154693076    5.889804072    2.291355324    9.522311371    72.3485625     -4.509482      0.509482       0.443976       -13.397435     5.294962       -6.024489      
93       NO_ID      6.544551135    4.270930893    1.614206882    4.462610754    3.065966132    6.731956674    -194.01414     -8.815482      4.815482       -4.27362       -8.268242      2.383033       -2.736308      
94       NO_ID      1.796186712    8.510060924    4.437582172    5.165352034    1.04775689     6.625119577    55.206869      -8.306248      4.306248       4.713874       -25.733996     3.231995       -6.436373      
95       NO_ID      4.673829966    3.06023196     2.327420291    2.929250734    2.278061588    0.9527720515   -66.5479045    -5.734062      1.734062       -3.613598      -6.506866      -0.618386      2.526033       
96       NO_ID      2.120025946    1.27607246     3.779933346    3.509615987    1.077265823    6.516730337    33.748872      -1.396098      -2.603902      -2.843953      -3.708191      0.117912       -6.213637      
97       NO_ID      8.855806724    9.543604143    4.741930889    3.948673241    4.567438936    4.865479076    -503.285702    -16.399411     12.399411      -1.312203      -21.775006     2.982996       -3.322344      
98       NO_ID      3.359308771    9.902506792    1.572660862    1.066656498    4.530505726    3.024337805    6.2940895      -11.261816     7.261816       4.543198       -28.348212     -0.896046      -1.366786      
99       NO_ID      9.733623047    3.002554883    2.575965985    4.890452918    4.894796113    9.595657107    -632.163858    -10.736178     6.736178       -8.731068      -1.274042      1.070258       -9.185909      
100      NO_ID      9.981842823    4.832331508    3.798261003    3.559016363    2.592003682    2.014687719    -725.233616    -12.814174     8.814174       -7.149511      -6.515152      0.196237       1.818851       
101      NO_ID      7.0412098      1.613103934    1.575130074    3.316721034    3.753611374    9.865909819    -233.3932135   -6.654314      2.654314       -7.428106      0.201898       1.346975       -6.43384       
102      NO_ID      1.205247483    6.594444195    2.12943472     3.614013796    2.819907998    7.9842913      46.299656      -5.799692      1.799692       3.389197       -20.578085     0.371898       -4.016724      
103      NO_ID      9.844147819    0.5923942991   3.548394324    4.295094664    2.104015776    7.982848709    -675.79905     -8.436542      4.436542       -11.251754     6.066965       0.595831       -4.785636      
104      NO_ID      9.333351855    5.644624562    4.682004319    5.16989312     3.929112218    3.972612323    -591.199127    -12.977976     8.977976       -5.688727      -9.600522      3.999032       -0.835862      
105      NO_ID      8.095301375    7.730206893    1.634898244    4.102174504    4.497923312    3.992781916    -396.6686965   -13.825508     9.825508       -2.365094      -17.095319     1.965677       -2.236556      
106      NO_ID      1.279671412    7.437415196    1.254881675    5.694456054    1.481930312    9.506884194    68.9127535     -6.717087      2.717087       4.157744       -23.032574     4.739894       -7.81142       
107      NO_ID      4.891601761    3.150801949    3.211341444    3.023463122    1.896461999    7.092062364    -54.901191     -6.042404      2.042404       -3.7408        -6.560804      -0.931872      -4.309858      
108      NO_ID      1.619386175    7.023451127    2.257234291    3.50508891     2.352876157    4.473935088    31.185786      -6.642837      2.642837       3.404065       -21.450967     0.05679        -0.892704      
109      NO_ID      9.843576504    0.9903001185   2.589636336    1.526845946    4.799873551    1.186940093    -715.3912485   -8.833877      4.833877       -10.853276     4.872676       -2.304756      -0.426485      
110      NO_ID      5.183928392    6.284491865    2.381910673    2.659023049    2.466919253    6.279726879    -76.5095525    -9.46842       5.46842        -0.899437      -15.669547     -0.958943      -2.563902      
111      NO_ID      5.969006697    1.095551462    2.173371576    1.284124794    1.190276099    4.926008957    -167.2741245   -5.064558      1.064558       -6.873455      0.682352       -2.032561      -4.20111       
112      NO_ID      8.061127988    3.378089589    3.220687431    4.640488958    4.131947925    6.62193491     -383.1292325   -9.439218      5.439218       -6.683038      -4.073141      0.689192       -3.903241      
113      NO_ID      3.963251325    0.3650240602   2.983751784    1.374352327    4.159709468    3.092575582    -33.172836     -2.328275      -1.671725      -5.598227      0.868179       -2.625384      -0.437502      
114      NO_ID      2.331261799    1.517054006    3.850673099    4.894173547    2.583204192    2.282133802    21.994458      -1.848316      -2.151684      -2.814208      -4.2199        1.617818       1.544147       
115      NO_ID      3.427870201    2.214462837    4.390762629    0.8212509355   2.842981602    7.479461705    12.308828      -3.642333      -0.357667      -3.213407      -5.215518      -1.244528      -3.504116      
116      NO_ID      9.489340298    7.342382435    2.368636577    4.012426882    2.905737818    4.338775163    -621.682605    -14.831723     10.831723      -4.146958      -14.537807     0.411047       -0.347661      
117      NO_ID      3.805157786    3.28691173     2.250180612    5.678318046    4.660931444    3.186933046    -3.2163415     -5.09207       1.09207        -2.518246      -8.055577      2.240547       -1.945626      
118      NO_ID      8.260043942    6.55854144     4.762391042    3.759360651    3.382978424    6.795916845    -407.3455765   -12.818585     8.818585       -3.701503      -13.41558      2.865383       -2.942589      
119      NO_ID      6.928727476    1.122695162    4.655032085    3.186381266    3.339959265    9.238412566    -224.9907595   -6.051423      2.051423       -7.806032      1.560642       1.925512       -5.353985      
120      NO_ID      5.150489577    4.278315541    3.259715893    4.567531236    2.664986507    8.570552822    -52.3273895    -7.428805      3.428805       -2.872174      -9.684457      0.634984       -4.682787      
121      NO_ID      8.359540085    8.79021659     3.868089333    5.966120761    1.394418651    2.485686113    -431.809179    -15.149757     11.149757      -1.569323      -20.01111      2.7197         -1.063578      
122      NO_ID      6.687307324    3.574188572    1.554932893    4.135688412    4.0100944      6.641453442    -211.9649745   -8.261496      4.261496       -5.113119      -6.035258      2.223907       -3.661744      
123      NO_ID      1.626529704    7.084729651    2.220501066    1.442119919    3.472990631    8.883852586    53.672148      -6.711259      2.711259       3.4582         -21.627659     -1.950261      -5.107573      
124      NO_ID      4.450797599    4.555246711    1.012588952    5.373767906    4.278126022    8.660108838    -2.7802885     -7.006044      3.006044       -1.895551      -11.214943     5.323571       -6.293715      
125      NO_ID      2.854685994    8.70750558     3.818515693    4.18988389     3.252356337    8.382371812    60.3210115     -9.562192      5.562192       3.85282        -25.267831     0.859852       -4.446056      
126      NO_ID      1.541182767    2.658771459    3.388766716    0.003304190935 2.022358032    6.928627187    22.301028      -2.199954      -1.800046      -0.882411      -8.435132      -3.845556      -3.884411      
127      NO_ID      9.169618771    3.782684614    3.232121986    4.911339274    2.919453206    0.6251013654   -577.944285    -10.952303     6.952303       -7.386934      -4.178435      0.96522        3.368411       
128      NO_ID      5.666654327    9.45927049     1.783650721    4.226498163    1.503088296    8.512464323    -87.656642     -13.125925     9.125925       1.792616       -24.711157     1.706004       -6.753209      
129      NO_ID      7.648259712    4.300983271    3.650332735    0.2134213374   4.314945187    5.709399002    -346.817986    -9.949243      5.949243       -5.347276      -7.25469       -3.363646      -3.43848       
130      NO_ID      3.104127717    1.074536043    4.890908457    3.747662459    4.308636563    0.6367680713   5.121083       -2.178664      -1.821336      -4.029592      -2.11948       3.323197       1.650702       
131      NO_ID      8.496595378    2.278522501    3.051069037    0.4759593366   1.965713567    6.869785407    -467.4011865   -8.775118      4.775118       -8.218073      -0.338972      -3.521433      -3.939534      
132      NO_ID      4.599668651    6.631020166    4.022373825    1.555311543    3.747399093    8.841390125    -18.5618385    -9.230689      5.230689       0.031352       -17.293392     -1.39944       -5.399996      
133      NO_ID      1.206493644    7.538669234    1.965525844    5.389281406    2.101724662    1.71600238     24.0312055     -6.745163      2.745163       4.332176       -23.409514     2.459418       1.477099       
134      NO_ID      9.672025465    7.73199452     1.652757824    4.351116184    1.806473118    5.984222845    -645.7424995   -15.40402      11.40402       -3.940031      -15.523958     2.166178       -3.408729      
135      NO_ID      5.839649036    6.981355649    3.257756726    3.175940949    2.359687526    0.670641023    -145.7267595   -10.821005     6.821005       -0.858293      -17.104418     -0.757621      2.919359       
136      NO_ID      9.974713121    5.003417886    1.977766216    1.975194936    4.40085593     5.464048989    -716.9890125   -12.978131     8.978131       -6.971295      -7.035541      -0.979843      -3.426446      
137      NO_ID      8.678566166    0.6615449771   4.434571806    1.272517132    3.130294305    9.640974332    -470.4296025   -7.340111      3.340111       -10.017021     4.693931       -0.669487      -5.657951      
138      NO_ID      2.841903881    3.878521758    3.526075187    5.618511549    2.54906958     8.031094963    52.7336595     -4.720426      0.720426       -0.963382      -10.793661     1.895267       -4.234433      
139      NO_ID      4.881492106    3.237820889    4.222269306    1.020328758    1.44362188     9.882328198    -37.8199235    -6.119313      2.119313       -3.643671      -6.831971      -1.485729      -8.304641      
140      NO_ID      7.525538889    1.732115327    1.664922076    5.017988319    1.886452198    6.505248009    -316.0811985   -7.257654      3.257654       -7.793424      0.329193       2.800421       -3.745237      
141      NO_ID      5.033856866    4.032338459    1.604992567    0.1651081341   2.981606721    2.160397019    -97.7383695    -7.066195      3.066195       -3.001518      -9.063159      -1.888846      1.839265       
142      NO_ID      2.168889061    2.518443103    3.989294124    1.599520578    3.094901425    2.520619762    12.691422      -2.687332      -1.312668      -1.650446      -7.38644       -1.421777      1.470374       
143      NO_ID      0.2699785821   7.530028572    3.876084428    3.526465974    1.875745489    6.636073071    8.5607515      -5.800007      1.800007       5.26005        -24.320107     0.29399        -3.900021      
144      NO_ID      6.973906773    0.4511281757   1.844499544    2.255746511    3.88773947     5.593168566    -264.6299205   -5.425035      1.425035       -8.522779      3.620522       -0.409072      -2.38125       
145      NO_ID      3.077461046    2.887795704    3.072958172    0.3120035996   4.896332599    4.15498581     2.8487045      -3.965257      -0.034743      -2.189665      -7.585926      -3.682674      -3.751063      
146      NO_ID      9.34417617     7.568891052    1.140764089    2.733074981    4.19413856     9.716947693    -562.9402105   -14.913067     10.913067      -3.775285      -15.362497     2.189833       -7.142915      
147      NO_ID      3.852934122    6.263788741    3.198949372    2.613131643    4.269011756    5.701460454    0.2068805      -8.116723      4.116723       0.410855       -16.938432     -1.347288      -3.311851      
148      NO_ID      5.010496757    1.419002694    4.671309927    5.558922836    2.877407041    3.950358715    -71.3110145    -4.429499      0.429499       -5.591494      -1.246511      4.3522         0.034612       
149      NO_ID      9.170482657    8.302008337    1.741644962    1.240317143    2.340149904    9.748603674    -538.484176    -15.472491     11.472491      -2.868474      -17.735542     -1.176225      -6.184006      
150      NO_ID      5.198386426    9.280656916    1.000313234    1.896775277    1.734723535    1.2461225      -95.6994735    -12.479043     8.479043       2.08227        -24.643584     1.895522       1.152953       
151      NO_ID      6.822316347    2.670845256    4.558484133    5.164238208    4.567703247    5.971175319    -225.459889    -7.493162      3.493162       -6.151471      -3.190219      3.593111       -4.428869      
152      NO_ID      9.08583112     5.563636942    4.218431204    0.2598733195   4.793920986    1.075040112    -575.5793945   -12.649468     8.649468       -5.522194      -9.60508       -2.255552      -0.293193      
153      NO_ID      4.276386241    3.2235462      4.256393833    3.316720282    3.745190201    6.029259714    -20.738895     -5.499932      1.499932       -3.05284       -7.394252      0.895246       -2.584568      
154      NO_ID      2.807087252    8.715449278    1.22240375     2.909737538    3.63920121     2.636848657    22.2054355     -9.522537      5.522537       3.908362       -25.339261     2.069586       0.954573       
155      NO_ID      0.08404291239  2.509228509    2.041421358    4.753146545    2.422658811    6.566593482    -6.8274145     -0.593271      -3.406729      0.425186       -9.443643      1.67202        -2.899916      
156      NO_ID      4.066636392    7.957839443    3.96300961     4.953780197    2.455847894    1.088868841    -13.376084     -10.024476     6.024476       1.891203       -21.806882     1.881168       2.61503        
157      NO_ID      9.478442021    4.175053716    1.051120495    4.773250479    3.680530115    9.174121618    -590.911243    -11.653496     7.653496       -7.303388      -5.046719      4.571382       -5.637243      
158      NO_ID      3.352466548    4.905280496    2.219721301    5.783861266    3.237535679    5.655387852    26.149913      -6.257747      2.257747       -0.447186      -13.363375     2.392696       -1.711811      
159      NO_ID      9.093025801    6.48464213     3.95210899     0.1436902034   3.000832177    9.965987336    -528.388691    -13.577668     9.577668       -4.608384      -12.360901     -2.949798      -5.965988      
160      NO_ID      0.9962740499   4.377955959    1.122323548    5.83781891     3.814950188    7.169527233    39.6484805     -3.37423       -0.62577       1.381682       -14.137594     5.363488       -3.833671      
161      NO_ID      6.032584243    9.643364334    3.409746719    0.9196538976   1.415371331    2.864885518    -164.181413    -13.675949     9.675949       1.61078        -24.897509     -2.912454      -1.375934      
162      NO_ID      0.8928052014   5.377020219    1.631528635    3.152649442    1.386117496    3.691878777    7.272315       -4.269825      0.269825       2.484215       -17.238255     1.025363       -2.296496      
163      NO_ID      5.604196738    9.73458006     4.634829677    3.873583891    3.216308172    3.728615397    -107.9084965   -13.338777     9.338777       2.130383       -25.599543     2.546252       0.224595       
