%eval_id interface cdv_1          cdv_2          cdv_3          cdv_4          cdv_5          cdv_6          f1             f2             f3             f4             f5             f6             f7             
43       NO_ID      9.911665404    5.360447958    2.219530792    0.9810219374   1.023801699    0.08789999415  -726.4178835   -13.272113     9.272113       -6.551217      -8.169678      -2.409846      0.00674        
44       NO_ID      7.335201612    2.733499004    1.767103525    1.063422958    4.299769291    8.056198381    -291.663383    -8.068701      4.068701       -6.601703      -2.865295      -1.416543      -5.745599      
45       NO_ID      0.5261880162   3.641987985    1.356824437    1.722477118    4.781952133    8.173760962    15.70476       -2.168176      -1.831824      1.1158         -12.399776     0.422503       -7.349114      
46       NO_ID      6.400485344    2.957183627    1.554087099    0.8128079757   4.242431899    8.882323792    -178.160328    -7.357669      3.357669       -5.443302      -4.471066      -1.096528      -6.425961      
47       NO_ID      5.21596683     4.754506179    4.594143428    4.152884521    4.686759172    8.403503694    -55.9664875    -7.970473      3.970473       -2.461461      -11.047552     2.694178       -7.24866       
48       NO_ID      7.686582169    8.386520258    1.898392708    4.92935313     4.758698914    1.13162268     -341.885607    -14.073102     10.073102      -1.300062      -19.472979     2.142892       -0.224645      
49       NO_ID      9.182383744    8.323579784    2.762169872    1.183565615    2.458197522    9.814369073    -538.912158    -15.505964     11.505964      -2.858804      -17.788356     -2.759871      -6.107919      
50       NO_ID      0.1010107715   7.688036858    2.134188686    3.463870781    4.517480023    5.716865587    -3.847398      -5.789048      1.789048       5.587026       -24.9631       0.2135         -4.019611      
51       NO_ID      9.70641769     5.762114057    2.540383789    1.845501063    3.224247475    7.3182917      -654.8040875   -13.468532     9.468532       -5.944304      -9.579924      -1.943252      -3.368579      
52       NO_ID      1.949195085    0.1217947668   3.801858264    4.247774529    3.897676929    3.140377627    20.732625      -0.07099       -3.92901       -3.8274        -0.416189      0.890751       0.053799       
53       NO_ID      6.46888315     2.519110042    4.472989768    3.808534679    2.361565671    9.585565803    -166.664783    -6.987993      2.987993       -5.949773      -3.088447      1.978234       -5.993164      
54       NO_ID      6.220381864    5.957980145    3.308917121    2.955083363    3.724056901    8.060830039    -151.040955    -10.178362     6.178362       -2.262402      -13.653559     -0.949487      -4.585088      
55       NO_ID      0.2471380449   3.649120835    1.309552388    3.970488007    4.9946243      4.126522142    -11.3775615    -1.896259      -2.103741      1.401983       -12.700224     2.828101       -4.105048      
56       NO_ID      0.0644529518   3.26076097     2.443849583    4.169909636    3.447497444    7.723832446    1.094099       -1.325214      -2.674786      1.196308       -11.71783      0.479213       -3.924086      
57       NO_ID      2.633968742    9.112645587    3.493755448    0.8217194894   4.092972712    8.980933558    56.872422      -9.746614      5.746614       4.478677       -26.703968     -2.934486      -6.175523      
58       NO_ID      1.307059467    7.748453737    4.304783906    5.254673908    1.869582488    7.682175891    56.0500025     -7.055513      3.055513       4.441394       -23.938302     2.957135       -4.96002       
59       NO_ID      4.361337654    1.001942871    4.861530965    1.1263964      1.896201544    6.148371965    -39.019868     -3.363281      -0.636719      -5.359395      -0.644491      0.591694       -3.366743      
60       NO_ID      0.2481970285   1.447458487    3.973914701    3.876569908    4.673629785    6.739483027    0.429687       0.304344       -4.304344      -0.800739      -6.094178      0.82508        -5.54052       
61       NO_ID      4.587173739    6.629027848    2.628419391    1.267049407    1.866258379    8.011459605    -29.2345945    -9.216202      5.216202       0.041854       -17.29991      -2.594878      -5.29683       
62       NO_ID      5.182942634    9.71685078     1.444422566    2.115090249    3.881211753    1.314849058    -90.12349      -12.899793     8.899793       2.533908       -25.96761      0.534911       1.908617       
63       NO_ID      7.146574649    2.480119542    2.347659931    3.18069588     3.637101456    4.410422786    -283.1599195   -7.626694      3.626694       -6.666455      -2.293784      -0.393757      -0.816321      
64       NO_ID      2.221464995    6.162177653    4.087926445    4.169644298    4.4744789      8.917188644    68.1778335     -6.383643      2.383643       1.940713       -18.265068     1.353228       -7.091277      
65       NO_ID      0.4969142985   1.638614974    1.080745973    1.646345524    3.752814048    6.364275304    -4.1691985     -0.135529      -3.864471      -0.858299      -6.418931      1.329882       -2.931004      
66       NO_ID      5.012774414    9.699574807    1.301509727    5.210970844    4.191314214    1.045006239    -65.6142915    -12.712349     8.712349       2.6868         -26.08595      4.09584        1.535764       
67       NO_ID      2.413353055    1.224794994    3.051783965    0.4996494644   3.405698617    1.441647271    1.721221       -1.638148      -2.361852      -3.188558      -3.261032      -3.497669      2.393761       
68       NO_ID      5.507239199    0.1692178287   2.617619053    4.985142781    1.863146022    7.237994684    -98.640188     -3.676457      -0.323543      -7.338021      2.999586       1.131358       -4.530432      
69       NO_ID      5.16167111     2.206346417    1.825691818    2.103570449    2.805693296    0.7180518148   -104.914469    -5.368018      1.368018       -4.955325      -3.457368      -0.51743       3.244193       
70       NO_ID      1.349422718    9.747623028    4.320093419    1.215141873    4.259644618    2.117733165    19.797784      -9.097046      5.097046       6.3982         -29.893446     -1.042211      0.295562       
71       NO_ID      3.207809414    3.652826908    2.224736315    0.214865204    4.492989611    6.690965256    13.1773245     -4.860636      0.860636       -1.554983      -9.750671      -3.184101      -4.919983      
72       NO_ID      4.327395379    0.5341308939   3.855173487    4.351186025    2.589016127    6.485124992    -23.4008215    -2.861526      -1.138474      -5.793264      0.725003       1.082508       -2.654033      
73       NO_ID      3.424309941    2.377174027    2.265551672    3.190426328    4.663528032    2.289103224    -3.430156      -3.801484      -0.198516      -3.047136      -5.707212      -0.270159      -1.056429      
74       NO_ID      1.160518774    4.839040867    4.90394365     2.371397899    3.722989028    3.191472438    13.747647      -3.99956       -0.00044       1.678522       -15.356604     1.996399       0.285814       
75       NO_ID      7.764077991    0.8587970449   2.520773408    5.457996838    4.035232383    2.876665668    -361.9237955   -6.622875      2.622875       -8.905281      3.187687       1.687655       0.051628       
76       NO_ID      3.026974976    4.368415072    4.980844701    3.085326999    3.060581462    0.4815608731   9.6333335      -5.39539       1.39539        -0.65856       -12.07827      3.009073       3.514769       
77       NO_ID      4.763860258    6.199351133    1.99779653     2.949428859    4.36721853     2.104563723    -62.3633345    -8.963211      4.963211       -0.564509      -15.834193     -0.046159      0.02615        
78       NO_ID      1.794451988    9.354565786    1.87486543     5.794920073    3.147775647    4.163260397    45.659726      -9.149018      5.149018       5.560114       -28.269245     3.060848       -0.185098      
79       NO_ID      3.659783371    9.979110253    4.562409095    2.114496112    1.224102061    6.208362615    14.735596      -11.638894     7.638894       4.319327       -28.277547     0.555618       -5.362176      
80       NO_ID      7.194415162    6.535626765    2.711613447    4.630812428    3.709654444    2.90561034     -280.157499    -11.730042     7.730042       -2.658788      -14.412465     0.713979       0.59078        
81       NO_ID      5.93794165     8.985309866    3.441165696    1.007781622    4.857142126    7.469284296    -129.017572    -12.923252     8.923252       1.047368       -23.017988     -2.797591      -6.918261      
82       NO_ID      6.856214021    2.389047585    2.089102271    0.8127926787   4.071034412    7.188422953    -242.2552325   -7.245262      3.245262       -6.467166      -2.310929      -2.357473      -4.335538      
83       NO_ID      5.331511067    6.706501644    3.469255199    1.158192955    2.165991588    2.051553299    -109.739112    -10.038013     6.038013       -0.625009      -16.787994     -2.621607      1.252877       
84       NO_ID      4.153464667    7.280652205    3.368644613    2.715016364    1.853347805    5.541387962    -14.345139     -9.434117      5.434117       1.127188       -19.688492     -1.149085      -2.856199      
85       NO_ID      7.115523302    0.6001297294   3.55214492     2.849500094    4.698719958    0.9658227912   -291.4763655   -5.715653      1.715653       -8.515394      3.315134       -0.845636      0.148528       
86       NO_ID      7.158260773    8.888804148    2.652528629    3.073013416    1.090989145    3.136381606    -279.2437045   -14.047065     10.047065      -0.269457      -21.508152     -0.80625       -2.780704      
87       NO_ID      8.899266323    9.969098954    1.258450957    5.677854865    3.471140766    1.157127186    -518.3512965   -16.868365     12.868365      -0.930167      -23.008031     4.710848       2.620899       
88       NO_ID      7.033520847    2.38487736     2.053513615    3.604989732    1.708288653    0.5184838225   -279.883015    -7.418398      3.418398       -6.648643      -2.121111      0.500826       1.812998       
89       NO_ID      8.954858845    4.312601413    1.756777918    4.749709772    3.914761977    1.011358719    -541.724016    -11.26746      7.26746        -6.642257      -5.982945      2.295311       2.151852       
90       NO_ID      7.535305325    5.876592661    4.157142693    3.145856441    1.272798119    2.294975162    -333.2046425   -11.411898     7.411898       -3.658713      -12.094473     0.484836       -1.278201      
91       NO_ID      1.304683714    7.819178676    3.774404011    2.112321737    4.860958917    7.841295119    47.273752      -7.123862      3.123862       4.514495       -24.152852     -1.287977      -7.304463      
92       NO_ID      2.567024879    3.987148439    1.801522848    4.791750384    2.96580183     8.07840831     52.8148065     -4.554173      0.554173       -0.579876      -11.39442      2.228098       -4.079578      
93       NO_ID      1.690810524    7.452473225    2.4869958      5.907619919    1.911981874    9.198375623    74.473904      -7.143284      3.143284       3.761663       -22.666609     2.170793       -6.382159      
94       NO_ID      9.855816322    6.704929092    4.897301687    2.924177085    1.429506671    6.796543853    -679.324689    -14.560745     10.560745      -5.150887      -12.258971     2.523931       -5.262993      
95       NO_ID      2.969777152    3.044600283    1.238784449    1.87535873     1.769445202    0.1637641248   -1.7337835     -4.014377      0.014377       -1.925177      -8.164024      0.977239       2.321971       
96       NO_ID      7.664696485    0.5538174792   4.204149151    0.202167512    2.219582921    3.825402527    -367.0791525   -6.218514      2.218514       -9.110879      4.003244       -2.347857      -0.434453      
97       NO_ID      1.933663456    9.081700597    3.456776618    4.566934112    3.97441126     7.325111128    61.5054725     -9.015364      5.015364       5.148037       -27.311438     0.775579       -4.274588      
98       NO_ID      3.433845678    2.644311503    2.177371534    0.1250613314   2.270530947    4.534071639    -10.287596     -4.078157      0.078157       -2.789534      -6.499089      -3.198221      -1.066197      
99       NO_ID      8.100551929    5.97627695     2.314679247    5.721156696    4.653723398    0.3228780815   -401.541994    -12.076829     8.076829       -4.124275      -11.828279     2.190821       0.942321       
100      NO_ID      0.8444453035   2.592215516    3.946470621    1.997602889    3.474507124    2.603098812    -3.350907      -1.436661      -2.563339      -0.25223       -8.932201      -1.10659       1.171744       
101      NO_ID      4.137403464    7.340019596    2.483736641    1.742576165    1.985070158    0.1853744733   -33.410783     -9.477423      5.477423       1.202616       -19.882655     -1.990896      2.784543       
102      NO_ID      2.562321617    4.939410172    3.66670371     4.933873686    3.410021597    3.082442667    29.771943      -5.501732      1.501732       0.377089       -14.255909     1.378368       0.74944        
103      NO_ID      9.900046019    0.07343859415  2.712980765    3.101570597    1.064676918    7.562407086    -697.2028155   -7.973485      3.973485       -11.826607     7.67973        -0.816049      -7.307883      
104      NO_ID      2.378451243    4.630044785    3.865078516    2.061921971    4.148377144    6.936661157    39.6180655     -5.008496      1.008496       0.251594       -13.511683     -1.189717      -4.255431      
105      NO_ID      5.052483787    7.095013469    3.356549637    3.794614182    2.387035207    9.751793574    -32.046112     -10.147497     6.147497       0.04253        -18.232557     -0.078258      -6.127519      
106      NO_ID      6.820929575    9.363369755    1.062189925    1.83911659     3.68835234     7.84445526     -216.652997    -14.184299     10.184299      0.54244        -23.26918      1.594224       -4.318284      
107      NO_ID      0.9278272842   3.99316508     2.250202731    0.2359468556   4.705868244    1.318943706    -8.1830025     -2.920992      -1.079008      1.065338       -13.051668     -3.201857      -0.22893       
108      NO_ID      3.392830828    3.307724885    2.17285903     0.3625856612   3.651471527    8.204871662    18.0560115     -4.700556      0.700556       -2.085106      -8.530344      -2.953252      -4.629287      
109      NO_ID      1.436814839    8.546995008    4.738037683    1.799005954    2.262040333    7.779672811    47.619246      -7.98381       3.98381        5.11018        -26.20417      0.819781       -4.324257      
110      NO_ID      1.776097022    0.8626469508   4.402920909    1.337575031    4.082365535    3.293857297    10.936232      -0.638744      -3.361256      -2.91345       -2.811844      -0.694238      -0.465372      
111      NO_ID      4.420142176    9.329549097    1.692670279    2.564057983    2.415011161    5.231446165    -27.7377475    -11.749691     7.749691       2.909407       -25.568505     0.273169       -1.573658      
112      NO_ID      0.5058990561   2.645435814    1.735891132    0.1833839632   3.756179178    7.758592892    2.838106       -1.151335      -2.848665      0.139537       -9.430408      -2.218645      -4.3304        
113      NO_ID      9.873565603    5.017089432    1.888831081    3.875974678    2.004279651    7.320244944    -680.945111    -12.890655     8.890655       -6.856476      -7.177703      1.110671       -4.311704      
114      NO_ID      7.62618        3.207267212    2.816014933    2.644476317    3.475641777    0.27836632     -354.2716165   -8.833447      4.833447       -6.418913      -3.995622      -1.321673      3.495399       
115      NO_ID      4.781399213    0.9765752689   2.320217675    1.347700954    1.539957164    7.65014286     -55.8049085    -3.757974      -0.242026      -5.804824      -0.148327      -2.190195      -5.781868      
116      NO_ID      1.080652481    2.526240047    4.406590072    3.839014235    3.874830393    3.186020932    12.784229      -1.606893      -2.393107      -0.554412      -8.498068      1.81751        0.048651       
117      NO_ID      0.1167816297   2.748849971    4.9685826      5.951645885    3.208255434    5.372680214    -3.410606      -0.865632      -3.134368      0.632068       -10.129768     5.826963       -1.416051      
118      NO_ID      9.863061616    8.476582355    3.367856785    0.8534755953   3.909553365    2.158525406    -705.2326395   -16.339644     12.339644      -3.386479      -17.566685     -3.011206      1.014187       
119      NO_ID      6.0241289      7.534420969    1.405288698    5.530729512    2.980600237    9.870454199    -104.9845215   -11.55855      7.55855        -0.489708      -18.579134     4.073834       -5.870831      
120      NO_ID      9.149349061    3.109674548    2.720053417    1.406657845    2.132261737    4.807527915    -579.805148    -10.259024     6.259024       -8.039675      -2.179675      -2.514972      -1.560498      
121      NO_ID      0.7847795593   9.790052399    1.564267604    5.468429211    4.926502651    1.825120301    20.4585545     -8.574832      4.574832       7.005273       -30.585378     3.529757       -1.536533      
122      NO_ID      5.545273496    9.411640991    1.580055524    1.489786135    1.557045002    5.638362964    -108.921927    -12.956914     8.956914       1.866367       -24.689649     -0.493972      -3.720482      
123      NO_ID      7.498419391    5.934700466    2.804291014    1.078620256    2.580433179    5.851116658    -322.1081615   -11.43312      7.43312        -3.563719      -12.305682     -2.883078      -2.027153      
124      NO_ID      4.342488662    4.206950625    3.487658858    3.123629399    4.226207869    7.18912592     -15.698009     -6.549439      2.549439       -2.135538      -10.278363     -0.638559      -4.692712      
125      NO_ID      2.779475405    4.643135934    3.874260028    5.532443457    2.184788598    1.854929045    24.463443      -5.422611      1.422611       -0.136339      -13.149932     2.296774       1.480501       
126      NO_ID      1.328005428    9.787230296    2.591833689    2.923218047    2.683807761    9.39260879     64.8906145     -9.115236      5.115236       6.459225       -30.033685     -0.910182      -5.492586      
127      NO_ID      2.775624843    9.926732001    4.433895386    2.219641153    3.339237542    8.913423069    61.56184       -10.702357     6.702357       5.151107       -29.004571     0.275697       -5.028505      
128      NO_ID      3.037270025    7.397308525    3.625754214    4.576616668    4.464230655    8.311525946    55.895191      -8.434579      4.434579       2.360039       -21.154656     0.968185       -6.455497      
129      NO_ID      9.249490811    6.192062831    4.999997839    5.94552847     2.664663016    4.978262538    -568.9399735   -13.441554     9.441554       -5.057428      -11.326698     5.94552        -1.090713      
130      NO_ID      4.770084012    0.8019850966   4.585407153    5.90702009     3.191102925    4.667144704    -51.640537     -3.572069      -0.427931      -5.968099      0.364129       4.420536       -0.703665      
131      NO_ID      1.45293606     9.496368351    3.185151165    2.753432783    4.296519424    1.504916354    24.9350495     -8.949304      4.949304       6.043432       -29.036169     -1.212286      0.814121       
132      NO_ID      1.230520495    1.357957032    2.273536143    0.482921879    3.978680595    6.711912177    15.780557      -0.588478      -3.411522      -1.872563      -4.843351      -2.989328      -3.669728      
133      NO_ID      4.458008806    5.754009744    4.056707218    3.11731561     1.482309997    5.46031182     -32.161868     -8.212019      4.212019       -0.703999      -14.80402      0.233946       -3.763695      
134      NO_ID      9.198245182    4.906778245    4.28878363     3.879704745    3.798437632    3.353205115    -577.338725    -12.105023     8.105023       -6.291467      -7.52209       1.540668       0.009292       
135      NO_ID      2.255640878    0.5562442963   4.519155036    3.658046023    4.186337132    1.920428179    17.0212415     -0.811885      -3.188115      -3.699397      -1.413092      1.965878       0.672176       
136      NO_ID      0.4765068742   8.651034464    4.174491219    2.510872519    2.489616562    9.963909578    43.750052      -7.127541      3.127541       6.174528       -27.476597     -0.109698      -6.224401      
137      NO_ID      2.428430567    4.632535598    4.610315572    3.860735191    3.25090306     7.319317049    49.00966       -5.060966      1.060966       0.204105       -13.469176     2.453851       -3.382269      
138      NO_ID      3.800197194    9.914243547    4.476519156    2.786182429    3.245390323    5.687901064    10.5831105     -11.714441     7.714441       4.114046       -27.942533     0.966291       -1.748117      
139      NO_ID      5.752447883    1.391577703    4.298579467    4.837656179    1.324932534    2.852764108    -138.639062    -5.144026      1.144026       -6.36087       -0.422285      2.523965       -1.658615      
140      NO_ID      5.934665229    3.918506174    4.333308654    4.37781147     4.918253604    5.220818028    -138.681464    -7.853171      3.853171       -4.016159      -7.820853      2.155523       -4.900515      
141      NO_ID      8.132648518    5.423648257    3.102505329    1.210599597    1.364953157    4.419262928    -418.1251415   -11.556297     7.556297       -4.709         -10.138296     -2.778893      -3.092641      
142      NO_ID      9.387216447    0.9468186092   2.272146142    1.440306562    3.154922091    4.438978519    -626.142972    -8.334035      4.334035       -10.440398     4.546761       -2.029922      -0.462979      
143      NO_ID      3.436890684    3.821722727    1.677550325    5.382480656    1.901595198    2.776233555    5.704173       -5.258613      1.258613       -1.615168      -10.028277     3.131354       0.017273       
144      NO_ID      2.071419583    4.348927035    1.966671966    4.283610602    1.428925675    2.384532859    23.1525225     -4.420347      0.420347       0.277507       -12.975362     1.351377       -0.852807      
145      NO_ID      8.096930877    5.117255633    3.286171454    5.525444551    3.764380786    2.369675442    -400.682409    -11.214187     7.214187       -4.979675      -9.254836      1.607339       1.046047       
146      NO_ID      2.600029997    8.70415749     1.30997162     2.539514457    3.412987287    7.69334617     49.762747      -9.304187      5.304187       4.104127       -25.512442     1.39571        -3.863905      
147      NO_ID      6.259301536    0.08091397122  4.96844569     2.500076167    1.520087885    2.792707199    -197.630919    -4.340216      0.340216       -8.178388      4.01656        2.374855       -0.982847      
148      NO_ID      4.910678382    3.77155828     4.432004761    2.556019282    4.344050931    8.659972599    -40.8024145    -6.682237      2.682237       -3.13912       -8.403996      0.606657       -6.466446      
149      NO_ID      2.005126431    0.1599200257   4.110348718    5.446350767    1.544894196    5.091895002    31.7341205     -0.165046      -3.834954      -3.845206      -0.474634      2.679225       -3.209228      
150      NO_ID      5.186877351    5.847636166    1.488416501    1.224188805    1.627499292    5.951500161    -87.082372     -9.034514      5.034514       -1.339241      -14.356031     -0.490927      -3.835258      
151      NO_ID      7.469918606    6.922004734    4.253423476    0.4325478507   3.554484877    3.068321963    -329.0108685   -12.391923     8.391923       -2.547914      -15.296096     -1.996382      0.624225       
152      NO_ID      6.885101095    7.894107936    3.508831474    2.895881218    4.383757554    7.033012913    -225.6043855   -12.779209     8.779209       -0.990993      -18.797223     -0.845209      -4.947798      
153      NO_ID      0.3707318662   0.890474548    3.482291608    5.812592109    1.157046683    8.709011599    23.4813855     0.738794       -4.738794      -1.480257      -4.300692      2.045197       -8.105489      
154      NO_ID      7.70385215     8.643076983    2.67793895     1.679901448    3.7357569      9.6655278      -310.8687785   -14.346929     10.346929      -1.060775      -20.225379     -2.216375      -6.206866      
155      NO_ID      9.789197217    7.037620129    1.512600657    4.918859202    3.177737682    3.093062226    -678.2561925   -14.826817     10.826817      -4.751577      -13.323663     3.131216       0.875347       
156      NO_ID      7.895512924    9.885721751    4.730190551    1.96888051     1.64982041     3.829077922    -372.9359505   -15.781235     11.781235      -0.009791      -23.761652     0.96244        -1.652063      
157      NO_ID      0.7739730835   8.165614115    4.79057334     0.2491833252   1.016097903    6.393650191    14.084256      -6.939587      2.939587       5.391641       -25.722869     -0.544664      -6.329518      
158      NO_ID      1.510041683    9.270562026    1.134390477    4.051124282    4.497207347    3.909705493    35.159491      -8.780604      4.780604       5.76052        -28.301644     3.531623       -2.151335      
159      NO_ID      5.429155601    7.818184708    1.092156021    1.299366598    3.969604931    5.375200559    -102.9089995   -11.24734      7.24734        0.389029       -20.025399     0.939235       -2.315334      
160      NO_ID      7.198996412    3.532699758    2.633932876    2.264776201    1.062408045    2.230029247    -300.649411    -8.731696      4.731696       -5.666297      -5.399103      -1.601219      -1.984292      
161      NO_ID      5.88294159     4.599297016    1.153980555    5.926783958    4.638659397    7.371212266    -116.2951865   -8.482239      4.482239       -3.283645      -9.914949      5.334572       -6.056417      
162      NO_ID      9.746492859    9.305478828    3.873062891    5.352022653    4.629820926    6.000755791    -647.0783665   -17.051972     13.051972      -2.441014      -20.169944     2.114261       -4.657072      
