%eval_id interface cdv_1          cdv_2          cdv_3          cdv_4          cdv_5          cdv_6          f1             f2             f3             f4             f5             f6             f7             
31       NO_ID      5.68508521     9.227122306    1.097835634    0.4852496788   2.0609014      6.424582729    -120.3964535   -12.912208     8.912208       1.542037       -23.996282     0.103479       -3.306489      
32       NO_ID      7.961931577    6.18401354     2.886226785    2.720371215    1.852673764    7.219870732    -369.559995    -12.145945     8.145945       -3.777918      -12.590109     -1.266684      -4.536228      
33       NO_ID      4.367389406    2.713750821    1.004019011    5.321272124    4.080394513    0.4764700124   -39.609097     -5.08114       1.08114        -3.653639      -5.773863      5.305212       2.356278       
34       NO_ID      8.031499073    5.404918634    1.186993029    4.187759007    3.443758412    0.6190959972   -401.10151     -11.436418     7.436418       -4.62658       -10.183257     3.474753       3.183982       
35       NO_ID      5.146425644    5.975790949    3.04738922     3.70591914     4.588655993    6.353192216    -66.9142515    -9.122217      5.122217       -1.170635      -14.780947     -0.291835      -4.87702       
36       NO_ID      8.101573469    3.145296249    2.197623723    0.692863975    4.309885697    3.122278654    -423.103369    -9.24687       5.24687        -6.956277      -3.334315      -2.663328      -0.838079      
37       NO_ID      6.137331187    0.1252575173   3.081237099    5.027888657    4.816439612    7.251386781    -151.584398    -4.262589      0.262589       -8.012074      3.761559       1.034488       -6.55084       
38       NO_ID      4.057626158    6.522837941    4.734908726    0.9164353837   1.352995752    1.998992433    -30.893345     -8.580464      4.580464       0.465212       -17.510888     -0.073656      -0.711615      
39       NO_ID      7.065818737    5.215509834    3.829514261    5.469271648    2.365730087    4.563929576    -257.900519    -10.281329     6.281329       -3.850309      -10.580711     2.157366       -0.966228      
40       NO_ID      5.964379765    3.330711645    4.70824541     0.7208966216   2.406345823    1.135599916    -172.362529    -7.295091      3.295091       -4.633668      -6.027755      -0.361001      2.511975       
41       NO_ID      6.027794907    9.148999974    3.897023428    3.409124481    3.103437205    1.172756609    -155.9993545   -13.176795     9.176795       1.121205       -23.419205     0.213776       2.816544       
42       NO_ID      0.5203295082   5.178045014    3.961017005    2.719196025    4.685057929    6.92151659     15.6002065     -3.698375      -0.301625      2.657716       -17.013806     -0.35725       -5.760937      
43       NO_ID      9.929332323    2.288358366    1.175624633    5.58481755     1.019041359    0.07031999532  -718.519943    -10.217691     6.217691       -9.640974      1.064257       4.913163       0.005483       
44       NO_ID      1.86816129     8.186799203    3.21368282     2.050738366    2.839815433    4.444958705    31.036624      -8.05496       4.05496        4.318638       -24.692236     -1.903601      -0.470618      
45       NO_ID      6.420950413    6.913590388    3.68545955     3.777981695    4.025561707    6.539008769    -176.666283    -11.334541     7.334541       -1.50736       -16.319821     0.247836       -3.590786      
46       NO_ID      1.120388276    0.3657469015   3.843269679    4.250246381    3.593945519    1.105859033    5.7373315      0.513865       -4.513865      -2.754641      -1.976852      0.96135        2.54137        
47       NO_ID      6.172773464    5.803604944    1.475314742    0.9223076165   3.149407337    2.722802955    -185.970923    -9.976378      5.976378       -2.369169      -13.238041     -0.753027      1.254874       
48       NO_ID      2.149265735    2.709216207    2.518714166    1.543482504    3.206959131    0.905298144    8.7589865      -2.858482      -1.141518      -1.44005       -7.978383      -2.224881      3.05187        
49       NO_ID      5.345906995    8.658863827    4.809735898    3.346852492    1.366558017    1.851495258    -98.0538605    -12.004771     8.004771       1.312957       -22.630684     2.621997       -0.519628      
50       NO_ID      8.080808617    4.150429486    3.507350949    1.571096625    4.613984018    0.5734924695   -417.682157    -10.231238     6.231238       -5.930379      -6.37048       -2.171498      0.821563       
51       NO_ID      0.4775688986   6.500478306    2.415556161    4.87860678     4.162766631    1.546930765    0.4317845      -4.978047      0.978047       4.022909       -21.023866     1.220181       1.101043       
52       NO_ID      2.806652977    1.416577306    4.365914823    4.395650085    4.793988487    3.911238068    22.0295875     -2.22323       -1.77677       -3.390076      -3.443079      2.261373       -3.129633      
53       NO_ID      7.74973086     9.726560097    2.718220518    3.19836499     1.613595657    1.75553213     -356.094055    -15.476291     11.476291      -0.023171      -23.429949     -0.722235      0.322351       
54       NO_ID      9.931603661    0.4627266482   3.818710392    3.098332245    4.780032452    7.513555837    -697.9165465   -8.39433       4.39433        -11.468877     6.543424       -0.231381      -6.682071      
55       NO_ID      5.876826558    1.823963747    3.143480199    2.207568385    4.067895596    5.303222279    -147.852097    -5.70079       1.70079        -6.052863      -1.595065      -1.771845      -2.443623      
56       NO_ID      6.460668084    4.448494951    3.341853344    5.293729942    3.479423049    9.157966789    -160.022017    -8.909163      4.909163       -4.012173      -8.884817      1.410594       -5.387813      
57       NO_ID      8.608608776    4.887699166    4.023951806    5.336996932    4.271626383    5.561536232    -464.982995    -11.496308     7.496308       -5.72091       -8.054489      2.385474       -3.17857       
58       NO_ID      9.559525731    6.9489578      1.453500366    2.970978293    1.821447961    5.189718751    -637.1147325   -14.508484     10.508484      -4.610568      -13.287348     1.362639       -2.578704      
59       NO_ID      1.721917834    0.2730360954   4.56706243     5.427388544    1.079505196    0.6095678129   17.60386       0.005046       -4.005046      -3.448882      -1.09719       3.883073       -0.297868      
60       NO_ID      3.505628097    9.091420243    4.800010119    4.155093462    1.437213678    0.6257202619   8.0444655      -10.597048     6.597048       3.585792       -25.768633     3.39513        0.931979       
61       NO_ID      3.726292045    7.790395747    2.272526865    5.038518863    3.924356792    4.161491945    9.2823315      -9.516688      5.516688       2.064104       -21.644895     1.567736       -1.015927      
62       NO_ID      0.113769332    2.121162923    1.154099479    2.924925147    1.811297704    8.701274129    1.2966545      -0.234932      -3.765068      0.007394       -8.249719      2.332274       -6.114287      
63       NO_ID      1.29398401     7.9892486      3.120487086    4.539671511    2.506053661    0.6096912458   23.5560505     -7.283233      3.283233       4.695265       -24.673762     0.554189       3.146326       
64       NO_ID      1.940111151    7.448113802    1.179465612    0.4178234313   2.572272978    2.979835995    15.5961535     -7.388225      3.388225       3.508003       -22.40423      -0.267831      0.837214       
65       NO_ID      2.913553236    8.089245482    3.379529008    1.116053341    2.005673461    5.884653058    26.15463       -9.002799      5.002799       3.175692       -23.354183     -2.739904      -2.873338      
66       NO_ID      0.9875108958   7.095625986    3.47437817     4.310848108    2.616097479    4.375821722    23.7724395     -6.083137      2.083137       4.108115       -22.299367     0.535883       -0.523203      
67       NO_ID      1.365201316    4.938510398    1.617702909    2.599189906    4.056497056    6.365033582    31.0995765     -4.303712      0.303712       1.573309       -15.45033      0.509935       -3.48122       
68       NO_ID      0.3013325344   4.495906185    2.078098221    5.395206892    4.494818641    3.54223299     -3.6037245     -2.797239      -1.202761      2.194574       -15.186386     2.24511        -1.776716      
69       NO_ID      8.480103784    5.10428984     4.119733383    2.038463949    1.309063293    6.066921347    -457.7457335   -11.584394     7.584394       -5.375814      -8.832766      -0.707733      -4.926188      
70       NO_ID      1.501861867    1.792403088    2.967479029    5.130053644    1.541059368    3.96197858     23.4882205     -1.294265      -2.705735      -1.709459      -5.875347      1.131111       -2.090486      
71       NO_ID      1.901739222    2.531103344    1.101560708    4.396233639    3.332513032    6.366309648    38.0337805     -2.432843      -1.567157      -1.370636      -7.691571      4.000305       -2.476875      
72       NO_ID      5.829523954    6.809086975    1.129916115    5.250211992    3.875299157    2.882331392    -133.5458425   -10.638611     6.638611       -1.020437      -16.597737     4.747426       0.35152        
73       NO_ID      5.423226895    8.174416571    3.967723555    3.794692963    3.269755743    9.461916303    -59.24632      -11.597643     7.597643       0.75119        -21.100023     0.731182       -5.534684      
74       NO_ID      7.714284252    3.975427437    3.003570982    3.026248183    1.102137176    1.548808022    -364.047007    -9.689712      5.689712       -5.738857      -6.211998      -0.973739      -1.150691      
75       NO_ID      3.68939921     7.732516759    1.163667074    4.128757721    2.35400981     2.107174994    -2.1522035     -9.421916      5.421916       2.043118       -21.508151     3.500876       1.475522       
76       NO_ID      6.78102156     8.629358494    2.451283571    5.584468078    1.103320986    1.289532642    -229.7533215   -13.41038      9.41038        -0.151663      -21.107054     1.885558       -0.886924      
77       NO_ID      3.620189165    4.519289236    3.277674613    1.315823939    4.368631992    1.494732057    -14.194484     -6.139478      2.139478       -1.1009        -11.937679     -2.607073      0.632114       
78       NO_ID      4.666199286    4.811397234    3.061327127    1.087531125    2.423742427    2.097435813    -67.313418     -7.477597      3.477597       -1.854802      -11.767992     -2.908708      1.570491       
79       NO_ID      2.922261526    4.44947263     1.914594775    5.391587533    3.941108882    8.042446667    51.2992005     -5.371734      1.371734       -0.472789      -12.426156     2.569692       -4.928133      
80       NO_ID      5.651383635    2.804760599    4.844554637    5.144664871    1.254992476    4.146354107    -120.804608    -6.456144      2.456144       -4.846623      -4.762898      4.547047       -3.191405      
81       NO_ID      4.015288034    4.945979535    3.831218495    0.4338788048   2.467381057    5.68356592     -19.62852      -6.961268      2.961268       -1.069308      -12.822651     -2.875197      -1.967249      
82       NO_ID      6.194475254    0.5455962385   4.934392052    1.99082041     3.479084174    4.919296668    -182.1668315   -4.740071      0.740071       -7.648879      2.557687       1.732693       -1.148818      
83       NO_ID      3.710346973    9.801581367    3.071212902    4.312859996    1.158639301    5.626816678    16.2322405     -11.511928     7.511928       4.091234       -27.694397     0.317931       -5.017426      
84       NO_ID      9.168759877    9.34725957     4.756634569    2.635793764    2.190522196    2.766384116    -571.344607    -16.516019     12.516019      -1.8215        -20.873019     1.721559       0.578362       
85       NO_ID      5.975279164    6.516901914    4.828189261    0.565368919    3.7702807      0.2692956246   -166.753565    -10.492181     6.492181       -1.458377      -15.575427     -0.092355      3.137372       
86       NO_ID      3.663699373    5.795353859    2.004920841    2.556855257    1.710868799    8.929742123    26.516717      -7.459053      3.459053       0.131654       -15.722362     -0.452962      -6.591601      
87       NO_ID      7.083723572    6.142068825    4.900295345    0.3957967928   3.771130679    5.983288202    -268.5248775   -11.225792     7.225792       -2.941655      -13.342483     0.006919       -2.577931      
88       NO_ID      6.145740713    1.464164411    4.284504957    4.012222582    4.616618726    1.277329117    -178.2603835   -5.609905      1.609905       -6.681576      -0.246753      1.662176       0.109215       
89       NO_ID      5.305057259    2.097351221    1.072791316    5.105463171    2.013009564    4.129336888    -97.2426595    -5.402408      1.402408       -5.207706      -2.986996      4.819596       -1.103487      
90       NO_ID      3.322771733    5.824521764    2.09491569     3.372013091    3.282678244    2.43311037     6.1235455      -7.147293      3.147293       0.50175        -16.150794     0.191191       1.486983       
91       NO_ID      4.819328149    8.448204123    4.586676037    1.896224399    3.562316544    2.135374263    -63.8344685    -11.267532     7.267532       1.628876       -22.525284     0.413765       1.548426       
92       NO_ID      7.794603374    3.898902779    4.543605337    2.062341049    4.844010867    5.726608618    -358.5081235   -9.693506      5.693506       -5.895701      -5.902105      0.445058       -5.126985      
93       NO_ID      9.995593061    5.932571812    4.493774824    5.810190587    2.248799561    1.435561591    -717.284016    -13.928165     9.928165       -6.063021      -9.802122      4.041554       2.000136       
94       NO_ID      8.888845131    4.820120332    1.704969403    0.6311275478   4.573796876    2.010219531    -544.232548    -11.708965     7.708965       -6.068725      -7.571516      -1.691768      -0.487056      
95       NO_ID      8.695319862    2.24092784     2.309681165    5.717002937    2.112246352    3.811088206    -494.5030655   -8.936248      4.936248       -8.454392      -0.027464      2.193543       -0.599195      
96       NO_ID      6.269556683    2.439165843    3.024128809    5.299330501    2.23181527     7.798098422    -157.4734905   -6.708723      2.708723       -5.830391      -3.047941      1.299913       -4.388206      
97       NO_ID      1.871232694    9.807887301    1.464745546    4.467586833    2.82127118     5.261809516    46.1589515     -9.67912       5.67912        5.936655       -29.552429     2.824593       -1.293754      
98       NO_ID      8.115449202    6.354743068    2.666699377    0.3246371366   2.450902925    3.313635105    -420.938003    -12.470192     8.470192       -3.760706      -12.94878      -3.564274      0.384857       
99       NO_ID      2.603019454    8.947961125    4.353051372    4.101602995    2.094356679    2.131757188    30.864386      -9.550981      5.550981       4.344942       -26.240864     1.932351       1.048053       
100      NO_ID      7.67124371     0.5930388489   3.881573233    3.901996411    1.569123566    3.149451871    -356.4092915   -6.264283      2.264283       -9.078205      3.892127       0.679168       -1.196859      
101      NO_ID      5.043355438    3.674853404    2.304463747    0.1832845063   2.641798111    4.252147569    -91.987951     -6.718209      2.718209       -3.368502      -7.981205      -3.332945      -0.380456      
102      NO_ID      6.802191719    4.436218797    4.811725117    5.496066629    2.594552605    9.114090004    -196.33186     -9.238411      5.238411       -4.365973      -8.506465      4.778415       -5.278478      
103      NO_ID      2.372674263    7.536342543    2.323650325    3.886526821    4.237521803    2.572342908    30.567154      -7.909017      3.909017       3.163668       -22.236353     0.343976       -0.103803      
104      NO_ID      1.476075366    8.398674605    3.609632266    0.1342429491   1.147497447    7.47399093     36.6799075     -7.87475       3.87475        4.922599       -25.719948     -3.494106      -6.905757      
105      NO_ID      1.134804939    2.666617307    4.134832784    4.701904325    4.270661769    5.030882957    25.488098      -1.801422      -2.198578      -0.468188      -8.865047      1.98975        -2.645464      
106      NO_ID      5.971127663    6.742628583    2.343438458    4.755253557    2.031026904    1.172939661    -152.727373    -10.713756     6.713756       -1.228499      -16.256758     1.186327       1.888151       
107      NO_ID      8.560831961    1.902760995    4.881614331    3.438094219    3.699691718    4.296754289    -477.0422745   -8.463593      4.463593       -8.658071      0.852549       2.978567       -0.786323      
108      NO_ID      5.897624062    1.367615523    3.205634813    3.156451124    3.982697464    5.490695804    -145.8791935   -5.26524       1.26524        -6.530009      -0.205223      -0.801263      -2.45639       
109      NO_ID      7.935527846    2.416510867    2.719257668    5.345450744    2.993766558    3.086365626    -383.2041585   -8.352039      4.352039       -7.519017      -1.314005      1.424267       0.913596       
110      NO_ID      1.796934605    1.079914328    1.048045715    5.256506567    2.403909263    8.757454887    55.0833605     -0.876849      -3.123151      -2.71702       -3.442808      5.066632       -5.112779      
111      NO_ID      0.09219767996  9.566407045    2.041283118    1.268048661    1.062568326    8.964619995    10.998945      -7.658605      3.658605       7.474209       -30.607023     -1.812813      -8.718261      
112      NO_ID      6.550320851    1.242541774    2.35983706     4.172190159    4.999998271    9.927371293    -172.554367    -5.792863      1.792863       -7.307779      0.822696       0.581999       -9.927364      
113      NO_ID      5.483943236    8.633964429    1.416063102    1.158836903    1.381215325    7.714909905    -93.225967     -12.117908     8.117908       1.150021       -22.41795      -0.332307      -6.335374      
114      NO_ID      3.641626762    4.820989931    3.551110712    0.7766083212   2.637370121    8.199079977    14.4933425     -6.462617      2.462617       -0.820637      -12.821343     -2.919669      -4.33058       
115      NO_ID      7.176640875    7.803190396    4.288394738    0.07553371046  3.330047748    2.781260215    -292.823385    -12.979831     8.979831       -1.37345       -18.23293      -2.264505      1.109808       
116      NO_ID      7.706028478    5.220631145    2.259058769    1.501083672    4.142181456    6.609314436    -343.604719    -10.92666      6.92666        -4.485397      -9.955865      -1.949922      -3.913893      
117      NO_ID      2.206874314    0.9365930552   1.5277917      3.892643783    4.776042733    9.875543793    63.410963      -1.143467      -2.856533      -3.270281      -2.602905      2.060041       -9.029872      
118      NO_ID      3.422419347    0.6019583068   3.845304865    1.558295361    1.180083295    6.649865069    4.138356       -2.024378      -1.975622      -4.820461      -0.383456      -1.727164      -5.961962      
119      NO_ID      1.989493716    7.420877618    2.076047024    1.683505091    4.11337335     6.16473107     37.7448135     -7.410371      3.410371       3.431384       -22.273139     -1.462806      -3.404331      
120      NO_ID      3.887667164    0.02202793957  1.08943213     4.628705249    4.099408023    9.376591276    19.7238355     -1.909695      -2.090305      -5.865639      1.821583       4.278975       -6.585289      
121      NO_ID      3.173062244    9.657135666    3.991656651    1.16000636     2.484592321    8.857851349    46.494535      -10.830198     6.830198       4.484073       -27.798345     -1.856611      -5.123496      
122      NO_ID      3.528761572    7.895740353    2.483248199    1.4287233      1.368331028    6.348982438    11.524922      -9.424502      5.424502       2.366979       -22.158459     -2.304244      -5.011326      
123      NO_ID      5.168600914    8.675556243    1.029508965    5.935764746    1.265388208    0.9490142488   -79.3037965    -11.844157     7.844157       1.506955       -22.858068     5.8186         0.042108       
124      NO_ID      4.452155453    7.37670468     1.110225683    0.8445845362   4.28819995     1.941385601    -50.8378235    -9.82886       5.82886        0.924549       -19.677959     0.415832       0.399155       
125      NO_ID      8.643895839    7.957361191    4.747811897    2.211819463    3.699805019    9.057378182    -451.1807645   -14.601257     10.601257      -2.686535      -17.228188     1.266666       -5.547105      
126      NO_ID      5.608582029    3.438160342    3.064346544    5.208535996    4.909655362    3.944186514    -114.582437    -7.046742      3.046742       -4.170422      -6.705899      1.212676       -3.59097       
127      NO_ID      4.813180144    5.118685647    4.899864314    1.529290047    4.185216143    4.81930312     -61.2889765    -7.931866      3.931866       -1.694494      -12.542877     1.138774       -2.22404       
128      NO_ID      7.57125608     0.1009440003   3.626325508    0.97921792     4.810387369    2.951283554    -353.4137095   -5.6722        1.6722         -9.470312      5.268424       -2.628498      -2.228786      
129      NO_ID      9.920408749    2.309844183    1.620473126    0.437749034    1.832009599    8.963325992    -695.959906    -10.230253     6.230253       -9.610565      0.990876       -1.659157      -6.327528      
130      NO_ID      5.385340557    1.418743977    2.932008929    4.911094159    4.173023706    2.523563366    -106.984604    -4.804085      0.804085       -5.966597      -0.870891      0.915717       0.100452       
131      NO_ID      7.085423589    4.714264662    2.058471963    2.607430836    4.393379019    1.302943053    -282.008616    -9.799688      5.799688       -4.371159      -9.05737       -0.506094      0.755552       
132      NO_ID      8.810577397    9.374306015    2.58448019     3.537818015    1.071589189    7.998735513    -483.4405805   -16.184883     12.184883      -1.436271      -21.312341     -0.289525      -7.717504      
133      NO_ID      5.854697379    9.898852482    1.005468618    5.866597298    2.267186495    4.008559302    -125.023885    -13.75355      9.75355        2.044155       -25.84186      5.844753       -0.545575      
134      NO_ID      0.04198702986  5.676010775    3.685239709    4.235691345    4.509628165    5.80143486     -5.6038255     -3.717998      -0.282002      3.634024       -18.986045     0.705245       -4.080412      
135      NO_ID      8.975317715    8.164839199    3.580966295    3.450780442    1.844589424    7.536113741    -514.95519     -15.140157     11.140157      -2.810479      -17.5192       -0.211698      -4.871087      
136      NO_ID      9.251508428    0.1021555579   3.771384524    3.989532454    2.381302184    8.864521984    -563.9044745   -7.353664      3.353664       -11.149353     6.945042       0.584567       -5.247309      
137      NO_ID      1.386019276    4.825974575    1.061870774    5.793155062    3.371417082    1.017246624    23.023623      -4.211994      0.211994       1.439955       -15.091904     5.5495         2.844803       
138      NO_ID      7.333434889    3.04017577     3.493666304    4.574346251    3.024961737    3.829784237    -301.4494745   -8.373611      4.373611       -6.293259      -3.787092      0.818053       0.169593       
139      NO_ID      0.9595215372   6.678475084    3.052295382    1.392731919    2.096904731    9.194532064    42.274686      -5.637997      1.637997       3.718954       -21.075904     -2.604533      -6.010113      
140      NO_ID      0.7812658841   0.7357135698   3.055186984    2.291464038    4.09072813     4.669192533    -0.5773445     0.483021       -4.483021      -2.045552      -3.425875      -1.70549       -1.85888       
141      NO_ID      1.125086276    9.325047196    3.42728641     5.104038597    2.051129459    5.832041919    41.615505      -8.450133      4.450133       6.199961       -28.850055     1.286612       -2.732397      
142      NO_ID      3.291238948    5.853005301    1.584038496    5.902510704    4.664939539    1.597094681    16.415289      -7.144244      3.144244       0.561766       -16.267777     3.907458       -0.369118      
143      NO_ID      6.049925669    1.100720894    4.926426884    5.184952846    4.668325722    3.876026787    -157.675126    -5.150647      1.150647       -6.949205      0.747763       4.896073       -2.659338      
144      NO_ID      5.951528138    7.333407419    2.031399299    4.092025916    2.786381653    9.291122178    -109.456664    -11.284936     7.284936       -0.618121      -18.048694     1.030213       -5.336755      
145      NO_ID      1.846022332    6.097334184    4.158250836    1.082707622    4.377998175    5.038310073    28.1615675     -5.943357      1.943357       2.251312       -18.44598      -1.575747      -2.937189      
146      NO_ID      3.40802571     8.688101861    1.371191232    3.916546943    4.602976491    8.064731177    41.5621185     -10.096128     6.096128       3.280076       -24.65628      2.569565       -6.634265      
147      NO_ID      0.1482995786   2.471018309    1.161887698    1.269809191    4.788712906    2.244511951    -35.358143     -0.619318      -3.380682      0.322719       -9.264755      0.648466       -1.444006      
148      NO_ID      7.98261003     3.72677575     3.368014726    4.835250525    2.370384612    0.135427462    -393.99213     -9.709386      5.709386       -6.255834      -5.197717      0.970685       3.468157       
149      NO_ID      0.3716449767   6.237123765    3.93564843     5.16473552     2.139921632    6.657180747    17.292596      -4.608769      0.608769       3.865479       -20.339726     2.040174       -3.396916      
150      NO_ID      6.761200128    5.490559323    4.932219714    1.225097144    3.805129015    4.508398764    -236.7242345   -10.251759     6.251759       -3.270641      -11.710478     0.95857        -1.156631      
151      NO_ID      1.896295069    1.031220267    1.687611496    1.029629896    1.659774077    2.057259372    2.3080375      -0.927515      -3.072485      -2.865075      -3.197366      -1.248007      0.146535       
152      NO_ID      1.223235485    8.918792735    4.259800752    5.20686536     2.1907332      1.63225174     28.6538175     -8.142028      4.142028       5.695557       -27.533143     2.793963       1.712836       
153      NO_ID      6.700214863    0.5112049545   1.728667943    4.083180692    3.678594589    7.84812726     -211.1448615   -5.21142       1.21142        -8.18901       3.1666         1.699466       -4.308618      
154      NO_ID      1.93653043     7.266934327    3.146090251    2.008284474    3.158100721    7.997065623    51.672447      -7.203465      3.203465       3.330404       -21.864273     -1.970373      -4.022061      
155      NO_ID      6.618597115    8.761707548    4.207506429    0.8408291865   2.210758707    3.053976355    -223.7716945   -13.380305     9.380305       0.14311        -21.666526     -1.701099      0.323122       
156      NO_ID      2.296585493    8.712379638    4.585833287    4.650073687    3.525637347    0.9672092791   35.1418875     -9.008965      5.008965       4.415794       -25.840553     3.164941       2.756496       
157      NO_ID      5.333679773    3.155938142    1.740938256    1.423900579    3.331352309    7.595663498    -89.766869     -6.489618      2.489618       -4.177742      -6.134135      -0.990863      -3.705458      
158      NO_ID      1.831357773    9.630096103    2.210080525    2.735087362    2.742190146    2.474449781    28.5356965     -9.461454      5.461454       5.798738       -29.058931     -0.64094       1.459084       
159      NO_ID      4.52137029     0.6704655432   4.405754141    0.7647775499   2.077520764    4.728701508    -58.181332     -3.191836      -0.808164      -5.850905      0.509974       -1.259078      -1.579669      
160      NO_ID      6.945007186    4.735773282    2.656623377    4.303653543    2.003398415    0.2929093411   -261.158058    -9.68078       5.68078        -4.209234      -9.262313      0.421561       2.713876       
161      NO_ID      3.683044344    0.9262902666   4.264204615    2.230456149    4.517667668    3.601228243    -13.5848705    -2.609335      -1.390665      -4.756754      -1.095826      -0.171331      -1.904543      
162      NO_ID      5.797194287    3.444383062    4.898450313    1.881618123    3.903856741    2.800604632    -147.290586    -7.241577      3.241577       -4.352811      -6.535955      1.485732       0.382438       
163      NO_ID      3.409866194    9.621121986    1.878885204    5.135445065    1.950142716    2.621551409    17.0163785     -11.030988     7.030988       4.211256       -27.4535       2.392343       0.276248       
