f1	f2
1.123622742e-13	0.9999996648
9.807913475e-14	0.9999996868
9.765102131e-14	0.9999996875
8.238722136e-14	0.999999713
8.190559098e-14	0.9999997138
6.40784331e-14	0.9999997469
6.326400227e-14	0.9999997485
6.185251727e-14	0.9999997513
3.533393831e-14	0.999999812
3.466692593e-14	0.9999998138
1.993985339e-14	0.9999998588
1.902101694e-14	0.9999998621
1.204891179e-14	0.9999998902
1.152822705e-14	0.9999998926
6.098092177e-15	0.9999999219
5.48659885e-15	0.9999999259
4.842276659e-15	0.9999999304
4.412453272e-15	0.9999999336
4.197680632e-15	0.9999999353
4.197680632e-15	0.9999999353
4.194523773e-15	0.9999999355
2.385792322e-15	0.9999999513
2.385459131e-15	0.9999999513
2.185685047e-15	0.9999999532
2.17982993e-15	0.9999999533
1.841804661e-15	0.9999999571
1.218485695e-15	0.9999999651
1.218485695e-15	0.9999999651
1.203401812e-15	0.9999999653
1.203401812e-15	0.9999999653
1.193535664e-15	0.9999999655
1.067210071e-15	0.9999999675
1.022314474e-15	0.999999968
7.333543495e-16	0.9999999729
6.962775398e-16	0.9999999736
6.533115164e-16	0.9999999744
6.084215421e-16	0.9999999754
5.048493323e-16	0.9999999775
5.028945813e-16	0.9999999776
3.404548853e-16	0.9999999817
3.356654247e-16	0.9999999818
3.327281017e-16	0.999999982
2.267334096e-16	0.9999999849
1.948033242e-16	0.9999999861
1.153759584e-16	0.9999999893
9.188048063e-17	0.9999999904
9.1230574e-17	0.9999999905
7.429294817e-17	0.9999999914
7.119849249e-17	0.9999999916
6.673419026e-17	0.9999999918
6.184407277e-17	0.9999999922
4.491107841e-17	0.9999999933
3.889964287e-17	0.9999999938
3.311392452e-17	0.9999999942
2.701733528e-17	0.9999999948
2.701424283e-17	0.9999999948
2.458428426e-17	0.999999995
2.296922039e-17	0.9999999952
2.151490188e-17	0.9999999954
2.151313991e-17	0.9999999954
7.999350825e-19	0.9999999991
5.583527674e-20	0.9999999998
5.570406362e-20	0.9999999998
5.560972139e-20	0.9999999998
5.53762141e-20	0.9999999998
5.509941523e-20	0.9999999998
5.308990339e-20	0.9999999998
5.058661601e-20	0.9999999998
1.068725939e-24	1
1.068725939e-24	1
3.877409121e-26	1
0	1
0	1
